Zipcode,Total,White,Black,Asian,Multi,Other,Median_Income,Mean_Income
10451,47069,0.171407933,0.436359387,0.019736982,0.028596316,0.343899382,26754,36560
10452,74931,0.153167581,0.33173186,0.014920393,0.028733101,0.471447065,25979,36082
10453,79793,0.113919767,0.329878561,0.014625343,0.040341885,0.501234444,25470,35381
10454,38089,0.326130904,0.337656541,0.012838352,0.024784058,0.298590144,20232,31814
10455,38576,0.180397138,0.320613853,0.002799668,0.03007051,0.46611883,22609,32350
10456,87723,0.103541831,0.416869008,0.009256409,0.031633665,0.438699087,23452,34753
10457,70282,0.147519991,0.370621212,0.014626789,0.034347344,0.432884665,24949,36595
10458,74859,0.208418493,0.220267436,0.035894148,0.040916924,0.494502999,24618,39384
10459,47977,0.132104967,0.304500073,0.00621131,0.039393876,0.517789774,24461,35421
10460,56084,0.131606162,0.271467798,0.020433635,0.030115541,0.546376863,22307,34517
10461,51730,0.506069979,0.073168374,0.105026097,0.037212449,0.278523101,52347,67093
10462,77369,0.230557458,0.279194509,0.120539234,0.033411315,0.336297483,45864,55062
10463,70420,0.443851179,0.150255609,0.037446748,0.045299631,0.323146833,54258,76188
10464,4248,0.8076742,0.028013183,0.007297552,0.012241055,0.144774011,70078,79490
10465,44862,0.639004057,0.103807231,0.032455084,0.029891668,0.19484196,65450,80849
10466,70609,0.076378365,0.758005353,0.019586738,0.014417426,0.131612117,44012,56384
10467,98754,0.186635478,0.384814792,0.061101322,0.042823582,0.324624825,36048,47694
10468,71822,0.131881596,0.236376041,0.038038484,0.040196597,0.553507282,33776,43327
10469,71843,0.197012931,0.551911808,0.03886252,0.030316106,0.181896636,57776,69599
10470,14850,0.470505051,0.325521886,0.037710438,0.021144781,0.145117845,58600,69447
10471,22030,0.725601453,0.079573309,0.077485247,0.026872447,0.090467544,71798,103040
10472,68898,0.149583442,0.304885483,0.059740486,0.093326367,0.392464222,30288,43093
10473,58660,0.224309581,0.385969997,0.020866008,0.025605182,0.343249233,35866,52054
10474,12519,0.310088665,0.328061347,0.003594536,0.038261842,0.31999361,25676,33007
10475,43231,0.179547084,0.604427379,0.01149638,0.03509056,0.169438597,43629,58630
10501,1217,0.949055053,0.025472473,0.014790468,0.007395234,0.003286771,143529,183375
10502,5346,0.74560419,0.054246165,0.154695099,0.028245417,0.017209128,135139,173724
10503,158,0.816455696,0,0.088607595,0,0.094936709,135192,118661
10504,7960,0.939824121,0.01218593,0.039447236,0.006658291,0.001884422,182292,319155
10505,638,0.851097179,0,0.128526646,0.020376176,0,167885,197755
10506,5448,0.917033774,0.008810573,0.02551395,0.033406755,0.015234949,180823,256512
10507,6801,0.677106308,0.152477577,0.020438171,0.015144832,0.134833113,70557,154148
10509,20209,0.864119947,0.026324905,0.02914543,0.030135088,0.05027463,90437,119060
10510,10166,0.849104859,0.023608105,0.084202243,0.021050561,0.022034232,144414,218922
10511,2260,0.763716814,0.045575221,0.012389381,0.040707965,0.137610619,89107,128023
10512,24778,0.906529986,0.025506498,0.017273388,0.014004359,0.03668577,87802,108047
10514,13256,0.861270368,0.017727821,0.083132167,0.037869644,0,202414,288685
10516,5223,0.935477695,0.009381581,0.011870572,0.016657094,0.026613058,81442,104844
10517,622,0.810289389,0.030546624,0.006430868,0.061093248,0.091639871,90200,106285
10518,1390,0.961151079,0,0.01294964,0,0.025899281,192045,205903
10519,166,1,0,0,0,0,124208,102140
10520,13113,0.826126744,0.066880195,0.040265385,0.02684359,0.039884084,102807,138242
10522,10948,0.796035806,0.060650347,0.066039459,0.02895506,0.048319328,105000,137405
10523,8029,0.37825383,0.292439905,0.113463694,0.023664217,0.192178353,81667,94143
10524,4488,0.93315508,0.00868984,0.049019608,0.004233512,0.004901961,114760,147951
10526,1571,0.938892425,0.006365372,0.008274984,0.00700191,0.039465309,101750,172635
10527,1145,0.979912664,0.001746725,0.015720524,0,0.002620087,194872,199661
10528,12692,0.789237315,0.005672865,0.126063662,0.019618657,0.059407501,99888,157262
10530,11891,0.735430157,0.079219578,0.119586242,0.034563956,0.031200067,92923,124810
10532,5074,0.895151754,0.024635396,0.046708711,0.028971226,0.004532913,110484,129955
10533,7662,0.853171496,0.011093709,0.093056643,0.021795876,0.020882276,131522,211982
10535,796,0.844221106,0.047738693,0.01758794,0.090452261,0,90500,99004
10536,10719,0.877040769,0.023043194,0.042914451,0.021923687,0.035077899,153750,213556
10537,2242,0.909009813,0.029884032,0.045049063,0.003568243,0.012488849,81259,89011
10538,16673,0.932165777,0.003898519,0.029448809,0.021831704,0.012655191,160964,257115
10541,26643,0.916826183,0.012385993,0.018841722,0.013812258,0.038133844,106890,120016
10543,20157,0.74708538,0.036910255,0.051594979,0.030857767,0.13355162,87316,139148
10545,126,0.817460317,0.103174603,0.055555556,0,0.023809524,N/A,N/A
10546,1092,0.736263736,0.043040293,0.138278388,0.033882784,0.048534799,116726,191820
10547,7421,0.815658267,0.065759332,0.022503706,0.021156178,0.074922517,81820,95494
10548,3089,0.842020071,0.048235675,0.032696666,0.023308514,0.053739074,93000,114611
10549,15798,0.706608431,0.041524244,0.033232055,0.011330548,0.207304722,81839,144775
10550,36804,0.150472775,0.707586132,0.015052712,0.03793066,0.088957722,39954,54731
10552,20815,0.509824646,0.380638962,0.042661542,0.039779006,0.027095844,64001,88713
10553,9895,0.096816574,0.838706417,0.009903992,0.03183426,0.022738757,58514,70032
10560,4786,0.923944839,0.014834935,0.00835771,0.011909737,0.040952779,127604,195418
10562,31502,0.594343216,0.111643705,0.039584788,0.029775887,0.224652403,74896,107864
10566,23702,0.449708885,0.240232892,0.047379968,0.056324361,0.206353894,58226,74476
10567,20241,0.796650363,0.076725458,0.040511832,0.025492812,0.060619535,105199,136258
10570,12735,0.871613663,0.032587358,0.045779348,0.021279937,0.028739694,123778,176676
10573,38429,0.542194697,0.075698041,0.025631684,0.012308413,0.344167165,66629,106450
10576,4948,0.938561035,0.018997575,0.04021827,0.00222312,0,154643,226662
10577,5823,0.784990555,0.096685557,0.057702215,0.038468144,0.022153529,228487,384006
10578,534,0.992509363,0.007490637,0,0,0,130260,120230
10579,8969,0.897870443,0.005909243,0.002006913,0.039915264,0.054298138,102188,121268
10580,17241,0.921988284,0.009744214,0.04361696,0.012180268,0.012470274,153640,274572
10583,39601,0.81043408,0.01618646,0.142319638,0.018686397,0.012373425,168571,256194
10588,2389,0.788195898,0,0.058601925,0,0.153202177,71686,97393
10589,9158,0.943437432,0.009609085,0.037344398,0.001747106,0.007861979,98462,137112
10590,6926,0.910626624,0.027432862,0.039994225,0.0166041,0.005342189,126012,176759
10591,22890,0.748405417,0.052992573,0.045434688,0.027697685,0.125469637,80814,121715
10594,5020,0.897808765,0.021713147,0.024302789,0.021115538,0.035059761,114286,133294
10595,8407,0.734031165,0.09801356,0.092779826,0.031164506,0.044010943,107708,133569
10596,1270,0.75984252,0.022047244,0.019685039,0.057480315,0.140944882,52051,54646
10597,1233,0.884833739,0,0.00729927,0.107866991,0,189737,318315
10598,29234,0.912704385,0.027707464,0.034172539,0.017034959,0.008380653,106576,128912
10601,10623,0.517650381,0.210863221,0.103172362,0.024286925,0.144027111,67754,96476
10603,18142,0.532796825,0.255815235,0.066089737,0.060577665,0.084720538,91903,112326
10604,11863,0.728652112,0.039703279,0.043496586,0.027143218,0.161004805,83842,146328
10605,18337,0.764192616,0.064350766,0.0464089,0.055079893,0.069967825,108047,149685
10606,16632,0.531986532,0.166245791,0.063071188,0.099386724,0.139309764,68368,101129
10607,7098,0.508734855,0.263454494,0.122006199,0.047196393,0.058608059,132857,164070
10701,61167,0.474373437,0.27892491,0.030735527,0.033334968,0.182631157,43767,63986
10703,20390,0.655762629,0.175723394,0.055026974,0.020794507,0.092692496,57116,71850
10704,30516,0.697961725,0.095032114,0.07297811,0.029459955,0.104568095,67091,79503
10705,39924,0.337140567,0.166591524,0.063520689,0.046914137,0.385833083,47358,63882
10706,8555,0.893278784,0.016014027,0.050029223,0.022092344,0.018585622,125960,171369
10707,10479,0.793300887,0.102204409,0.062601393,0.02185323,0.02004008,94897,128878
10708,21809,0.859507543,0.041863451,0.032417809,0.029529093,0.036682104,95815,155555
10709,9303,0.914328711,0.026873052,0.041491992,0.01461894,0.002687305,92098,127966
10710,26432,0.634231235,0.151974879,0.133928571,0.027466707,0.052398608,76526,94500
10801,41093,0.583627382,0.239335167,0.043632736,0.036502567,0.096902149,54504,77852
10803,12439,0.794758421,0.076935445,0.050164804,0.035131441,0.043009888,140000,227508
10804,15096,0.876126126,0.058624801,0.025304716,0.031465289,0.008479067,157950,221383
10805,18138,0.663689492,0.201179843,0.030819274,0.038758408,0.065552983,55639,74672
10901,22875,0.803934426,0.068327869,0.048174863,0.017748634,0.061814208,85147,120335
10910,26,1,0,0,0,0,N/A,N/A
10911,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10913,5175,0.862608696,0.0152657,0.089468599,0.011980676,0.020676329,122857,147534
10914,224,0.727678571,0,0,0,0.272321429,123667,127687
10915,158,1,0,0,0,0,N/A,N/A
10916,4446,0.902159244,0.04048583,0.033288349,0.020467836,0.00359874,103583,120478
10917,1808,0.808628319,0,0.033185841,0.025442478,0.132743363,72216,111730
10918,12043,0.831437349,0.105953666,0.014365191,0.014282156,0.033961637,87114,102091
10919,1346,0.923476969,0.004457652,0,0.044576523,0.027488856,107500,113274
10920,8744,0.777218664,0.066674291,0.119510522,0.003774016,0.032822507,94526,122891
10921,3926,0.822975038,0.074375955,0.005348956,0.021141111,0.07615894,70975,83356
10922,1355,0.884132841,0.051660517,0.008856089,0.016236162,0.039114391,87566,97828
10923,8797,0.808684779,0.094805047,0.030692281,0.011935887,0.053882005,88047,99125
10924,13141,0.787611293,0.083935774,0.05349669,0.035842021,0.039114223,84661,103667
10925,4446,0.924876293,0.013945119,0,0.017993702,0.043184885,66888,98074
10926,3354,0.66129994,0.164877758,0.063804413,0.034883721,0.075134168,75906,95904
10927,11952,0.526355422,0.203815261,0.029953146,0.016064257,0.223811914,55556,81370
10928,4033,0.690304984,0.159434664,0.054797917,0.030746343,0.064716092,66493,75690
10930,9050,0.894033149,0.042430939,0.031491713,0.01558011,0.016464088,125356,130337
10931,950,0.515789474,0.281052632,0,0.055789474,0.147368421,78750,92716
10932,106,1,0,0,0,0,N/A,N/A
10933,819,0.945054945,0,0,0,0.054945055,95685,102769
10940,47833,0.578261869,0.168544729,0.032278971,0.039721531,0.1811929,61146,73782
10941,13959,0.652697185,0.152661365,0.065119278,0.041836808,0.087685364,66111,80852
10950,47611,0.888534162,0.024364118,0.026905547,0.020310432,0.039885741,74681,93907
10952,40193,0.916055034,0.04351504,0.014629413,0.008036225,0.017764287,53344,79986
10953,162,0.950617284,0,0,0,0.049382716,80714,71270
10954,23550,0.699532909,0.121231423,0.120806794,0.018938429,0.039490446,91302,108616
10956,30909,0.802484713,0.054806044,0.093953218,0.028794202,0.019961823,119764,142877
10958,3030,0.816831683,0.080858086,0.027062706,0,0.075247525,105845,99993
10960,15476,0.690682347,0.187063841,0.064680796,0.025458775,0.032114241,78750,109006
10962,6166,0.687155368,0.065358417,0.192669478,0.023353876,0.031462861,109786,119328
10963,4260,0.663380282,0.237558685,0.03028169,0.028169014,0.040610329,74583,82814
10964,1791,0.920714685,0.019542155,0.05974316,0,0,94750,123023
10965,14794,0.900365013,0.009666081,0.070501555,0.006894687,0.012572665,94271,113433
10968,2302,0.859687228,0.024761077,0.061251086,0.024326672,0.029973936,91343,129131
10969,1674,0.700119474,0,0.022102748,0.020310633,0.257467145,79643,111802
10970,9670,0.649224405,0.156256463,0.060496381,0.029576008,0.104446743,74397,99831
10973,2789,0.968447472,0.006095375,0.017569021,0,0.007888132,83636,99709
10974,3149,0.881867259,0.046999047,0.026040013,0.010161956,0.034931724,87241,111489
10975,238,1,0,0,0,0,58077,64127
10976,2134,0.870196813,0.030459231,0.063730084,0.005154639,0.030459231,40675,73029
10977,60293,0.441328181,0.303086594,0.035642612,0.023385799,0.196556814,60549,78650
10979,174,0.591954023,0,0,0.408045977,0,68352,68628
10980,13440,0.806845238,0.0765625,0.031696429,0.019419643,0.06547619,94709,115336
10983,5537,0.771717537,0.052916742,0.163265306,0.004695684,0.007404732,126875,139155
10984,3317,0.880012059,0.082303286,0.037684655,0,0,112016,128520
10985,13,1,0,0,0,0,N/A,N/A
10986,2103,0.965763195,0.013789824,0.004755112,0.009985735,0.005706134,106932,153451
10987,3364,0.876337693,0.019619501,0.060047562,0.022889417,0.021105826,100369,134186
10988,819,0.915750916,0.037851038,0,0.031746032,0.014652015,70547,71755
10989,9868,0.791649777,0.044487231,0.146838265,0.011755168,0.005269558,100982,113051
10990,20139,0.881672377,0.051591439,0.010526838,0.031133621,0.025075724,84110,110697
10992,9839,0.797133855,0.036182539,0.009553816,0.021953451,0.135176339,91083,102902
10993,4678,0.592560923,0.173150919,0.060282172,0.004275331,0.169730654,67750,80670
10994,7206,0.795170691,0.067860117,0.10394116,0.024840411,0.008187621,129519,151523
10996,7013,0.856409525,0.038357336,0.021816626,0.058748039,0.024668473,98555,131045
10998,2759,0.97752809,0.004349402,0.001449801,0.006161653,0.010511055,101121,110531
11001,27001,0.727454539,0.068701159,0.139217066,0.031517351,0.033109885,101634,119168
11003,43739,0.228811816,0.454902947,0.13617138,0.031024943,0.149088914,85672,97730
11004,14500,0.448413793,0.059310345,0.396758621,0.054206897,0.041310345,81709,94946
11005,2055,0.99270073,0.00729927,0,0,0,64300,100544
11010,24394,0.84779044,0.021603673,0.055628433,0.039435927,0.035541527,87644,100507
11020,6370,0.500784929,0.104709576,0.257770801,0.02244898,0.114285714,128309,187606
11021,17467,0.768134196,0.024102593,0.159100017,0.029369669,0.019293525,93258,140323
11023,9870,0.89260385,0.006180344,0.073961499,0.013981763,0.013272543,106729,148164
11024,7555,0.873726009,0.025545996,0.049636003,0.014427531,0.036664461,97383,150374
11030,17372,0.839454294,0.010764449,0.124453143,0.016348146,0.008979968,172266,263272
11040,40231,0.595784345,0.008227486,0.320598543,0.027913798,0.047475827,101434,118525
11042,544,0.625,0.338235294,0.018382353,0,0.018382353,N/A,N/A
11050,30666,0.832746364,0.024457053,0.068708015,0.01751125,0.056577317,105828,163614
11096,8276,0.323827936,0.274407927,0.022595457,0.081561141,0.29760754,48538,63729
11101,25537,0.504953597,0.175235932,0.180444062,0.020715041,0.118651369,47142,67121
11102,34529,0.56474268,0.096556518,0.15812795,0.030438182,0.150134669,49924,67035
11103,37745,0.772314214,0.027023447,0.128652802,0.026122665,0.045886872,55129,69034
11104,25729,0.623848576,0.012825994,0.286486066,0.031909518,0.044929846,56059,69522
11105,36190,0.784553744,0.020972644,0.097457861,0.025835866,0.071179884,57525,74283
11106,36869,0.607936207,0.083050801,0.165477773,0.031516993,0.112018227,48720,65573
11109,3524,0.72985244,0.026674234,0.187287174,0.044267877,0.011918275,125871,157687
11201,54668,0.663678935,0.128320041,0.090034389,0.05054145,0.067425185,95369,151188
11203,79572,0.041848892,0.90419997,0.01276831,0.014565425,0.026617403,48400,61959
11204,80963,0.676333634,0.006435038,0.271988439,0.013302373,0.031940516,45472,62859
11205,43002,0.474326775,0.320706014,0.056113669,0.033300777,0.115552765,44688,73758
11206,81525,0.446513339,0.254155167,0.049457222,0.032186446,0.217687826,28559,43235
11207,92491,0.143116628,0.666053994,0.01137408,0.018185553,0.161269745,32945,45365
11208,93107,0.330254438,0.519885723,0.047923357,0.016615292,0.08532119,35079,45630
11209,72623,0.771188191,0.023312174,0.125814136,0.023835424,0.055850075,58261,82258
11210,65302,0.334063275,0.576414199,0.034470613,0.016048513,0.0390034,55429,73990
11211,93271,0.825497743,0.045930675,0.035777466,0.02009199,0.072702126,46848,70753
11212,84520,0.04493611,0.865558448,0.009678183,0.011890677,0.067936583,28348,39952
11213,62059,0.201034499,0.693549687,0.015581946,0.016000902,0.073832965,34794,46913
11214,83156,0.570229448,0.010378085,0.339530521,0.010101496,0.06976045,43398,59810
11215,68891,0.740836974,0.047785632,0.074683195,0.049309779,0.087384419,95654,132302
11216,53783,0.158154064,0.735399662,0.040923712,0.02603053,0.039492033,43996,61139
11217,38787,0.548379612,0.208471911,0.065588986,0.043803336,0.133756155,81862,117480
11218,74758,0.57163113,0.091575484,0.173961315,0.025107681,0.137724391,52445,70046
11219,96971,0.651246249,0.012044838,0.264243949,0.005609925,0.066855039,34316,50967
11220,103089,0.316163703,0.025686543,0.421703577,0.021156476,0.215289701,37580,53080
11221,81321,0.297549219,0.556768854,0.030213598,0.017498555,0.097969774,39178,51952
11222,34186,0.839583455,0.018545603,0.056836132,0.025302756,0.059732054,63739,79763
11223,74606,0.664504195,0.039272981,0.236817414,0.017183605,0.042221805,41328,60488
11224,42535,0.585235688,0.244951217,0.089925943,0.021840837,0.058046315,27481,46350
11225,59182,0.177672265,0.73441249,0.022287182,0.011625156,0.054002906,42922,56892
11226,98325,0.095601322,0.76058988,0.032972286,0.023574879,0.087261632,40734,54348
11228,43929,0.686266475,0.012907191,0.257460903,0.007193426,0.036172005,61893,83920
11229,81030,0.723300012,0.041219301,0.203665309,0.010267802,0.021547575,51725,67981
11230,84219,0.716037949,0.080088816,0.124579964,0.014901626,0.064391646,42170,63309
11231,34137,0.644989308,0.124000352,0.055599496,0.040513226,0.134897618,78174,109631
11232,28824,0.401158757,0.060817374,0.143456842,0.04652373,0.348043297,43595,57917
11233,68599,0.043717838,0.845959854,0.013250922,0.018119798,0.078951588,34492,49669
11234,94259,0.462024846,0.452731304,0.04102526,0.014311631,0.029906958,68431,84530
11235,74630,0.812555273,0.029974541,0.127066863,0.014457993,0.01594533,41639,64292
11236,97217,0.065358939,0.855539669,0.025941965,0.008085006,0.045074421,61061,72060
11237,55478,0.403511302,0.144543783,0.066801255,0.024478172,0.360665489,40372,53955
11238,51895,0.413912708,0.422545525,0.065825224,0.04564987,0.052066673,65315,88005
11239,12879,0.352589487,0.514403292,0.038512307,0.017703238,0.076791676,26275,36453
11351,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11354,56258,0.265046749,0.037363575,0.580664083,0.0338263,0.083099293,46566,63705
11355,83221,0.165847563,0.029451701,0.705783396,0.028262097,0.070655243,41884,57510
11356,23037,0.398315753,0.025871424,0.29057603,0.017754048,0.267482745,58465,75087
11357,40872,0.764924643,0.003254061,0.182496575,0.023463496,0.025861225,71978,89578
11358,38317,0.465720176,0.019286479,0.42320641,0.022078973,0.069707963,65722,83862
11359,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11360,19865,0.6537629,0.010521017,0.255474453,0.025069217,0.055172414,76183,95613
11361,30597,0.534823676,0.024937085,0.336176749,0.036637579,0.067424911,75335,89065
11362,17865,0.538874895,0.031849986,0.40072768,0.012034705,0.016512734,82332,94915
11363,7354,0.569757955,0.008430786,0.342262714,0.01958118,0.059967365,90799,123731
11364,34751,0.443757014,0.017093033,0.486604702,0.023682772,0.028862479,72909,86027
11365,41924,0.37610915,0.056793245,0.450982731,0.030793817,0.085321057,55492,71148
11366,13499,0.49825913,0.067412401,0.369508853,0.040743759,0.024075857,71350,90718
11367,41022,0.565355175,0.094047097,0.226220077,0.036516991,0.07786066,56608,73125
11368,107962,0.455669587,0.119393861,0.113456587,0.026907616,0.28457235,45964,57070
11369,40761,0.240499497,0.167046932,0.116115895,0.041485734,0.434851942,53617,66369
11370,37244,0.359574697,0.159086027,0.222613038,0.037401998,0.22132424,52500,68954
11371,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11372,63320,0.615240051,0.022109918,0.18780796,0.031285534,0.143556538,48683,62316
11373,99159,0.398118174,0.019796488,0.488094878,0.021188193,0.072802267,47667,62530
11374,42297,0.649502329,0.028772726,0.251601768,0.028016171,0.042107005,52532,74469
11375,69757,0.651117451,0.028713964,0.247932107,0.024886391,0.047350087,72000,94345
11377,86316,0.469078734,0.030376755,0.364891793,0.026877983,0.108774735,49886,63139
11378,32268,0.785824966,0.016269989,0.096256353,0.012799058,0.088849634,57474,69726
11379,35822,0.862737982,0.015269946,0.083524091,0.008542237,0.029925744,69843,83856
11385,99379,0.818009841,0.019843226,0.068767043,0.01860554,0.074774349,50799,64260
11411,18722,0.032475163,0.916088025,0.018213866,0.018694584,0.014528362,83099,93660
11412,37176,0.023079406,0.882612438,0.023805681,0.024047773,0.046454702,70672,80374
11413,40385,0.03115018,0.916998886,0.01512938,0.017234122,0.019487433,78667,89814
11414,28094,0.842065922,0.040471275,0.024773973,0.037801666,0.054887165,66790,84024
11415,19145,0.601619222,0.085818752,0.163802559,0.021728911,0.127030556,63549,78864
11416,25950,0.263737958,0.066127168,0.370712909,0.073217726,0.226204239,56724,71675
11417,31004,0.400206425,0.076957812,0.282576442,0.067120372,0.17313895,62086,76485
11418,36828,0.384815901,0.081106767,0.248642337,0.058352341,0.227082655,60691,71669
11419,49193,0.11889903,0.177667554,0.302319436,0.079442197,0.321671783,56735,70532
11420,48449,0.16617474,0.282523891,0.184730335,0.064645297,0.301925736,59832,77629
11421,42588,0.447520428,0.065652296,0.166619705,0.044754391,0.275453179,60897,76733
11422,33280,0.07484976,0.86015625,0.030198317,0.016766827,0.018028846,84824,93330
11423,31625,0.161075099,0.409549407,0.244521739,0.067003953,0.117849802,60892,81033
11424,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11425,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11426,19575,0.481430396,0.02916986,0.378850575,0.032745849,0.077803321,82301,99850
11427,24877,0.272339912,0.246171162,0.352333481,0.045905857,0.083249588,70108,85446
11428,20307,0.216132368,0.225685724,0.294036539,0.091495543,0.172649825,69330,81239
11429,28311,0.06326163,0.816078556,0.031259934,0.052947618,0.036452262,68890,83891
11430,140,0.128571429,0.657142857,0,0.042857143,0.171428571,N/A,N/A
11432,61687,0.227487153,0.164313389,0.379415436,0.055311492,0.173472531,50450,67975
11433,32821,0.041010329,0.729929009,0.064044362,0.023034033,0.141982267,42887,58033
11434,62809,0.030170835,0.875575156,0.01028515,0.017975131,0.065993727,59229,70618
11435,53542,0.235273243,0.237719921,0.197975421,0.061970042,0.267061372,53041,64739
11436,17636,0.05284645,0.742401905,0.069913813,0.024665457,0.110172375,62114,73273
11451,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11501,18991,0.81154231,0.014164604,0.074824917,0.005265652,0.094202517,79013,97269
11507,6998,0.731066019,0,0.247785081,0.009002572,0.012146328,90833,125748
11509,2022,0.953016815,0.022749753,0.024233432,0,0,109375,191744
11510,32553,0.570177864,0.278622554,0.034681903,0.067981446,0.048536233,98798,112116
11514,5273,0.748719894,0.040773753,0.136544661,0.023895316,0.050066376,84651,98963
11516,7477,0.905710847,0,0.026481209,0.001203691,0.066604253,85985,108715
11518,10243,0.965342185,0.006248169,0.015522796,0.003905106,0.008981744,92866,111541
11520,43472,0.406537541,0.316870629,0.023969452,0.086814501,0.165807876,67723,84676
11530,28019,0.909454299,0.012098933,0.040722367,0.018059174,0.019665227,135370,185687
11542,27585,0.669530542,0.070726844,0.034729019,0.027043683,0.197969911,67914,99090
11545,13005,0.882968089,0.014532872,0.077739331,0.017377932,0.007381776,146083,224682
11547,718,0.905292479,0,0.072423398,0,0.022284123,97212,113957
11548,2338,0.641573995,0.123182207,0.165953807,0.046193328,0.023096664,98375,133120
11549,2429,0.694112804,0.13421161,0.080691643,0.067517497,0.023466447,N/A,N/A
11550,56773,0.198280873,0.460535818,0.020185652,0.046095855,0.274901802,53669,69834
11552,22565,0.626634168,0.200531797,0.098736982,0.051761578,0.022335475,98798,113453
11553,26231,0.257634097,0.490793336,0.017269643,0.099233731,0.135069193,75008,86719
11554,37687,0.786610768,0.048478255,0.113434341,0.017698411,0.033778226,92311,107507
11556,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11557,7538,0.908198461,0.001326612,0.079464049,0.004775803,0.006235076,115516,158633
11558,8688,0.830455801,0.014963168,0.034530387,0.035566298,0.084484346,77056,95399
11559,8188,0.884953591,0.020639961,0.006595017,0.032608696,0.055202736,112862,158936
11560,6534,0.933272115,0.01775329,0.019742883,0.000918274,0.028313437,99278,179419
11561,37894,0.82923418,0.049532908,0.037472951,0.020108724,0.063651238,91984,108380
11563,23177,0.882685421,0.032057643,0.054795703,0.012382966,0.018078267,90896,102810
11565,8752,0.930758684,0.010854662,0.046389397,0.003542048,0.00845521,117500,127127
11566,33582,0.914835328,0.017152046,0.032666309,0.012476922,0.022869394,126532,151648
11568,4000,0.68075,0.06375,0.17975,0.03975,0.036,192500,303473
11569,1309,1,0,0,0,0,108664,163690
11570,27235,0.821075822,0.103506517,0.014650266,0.025114742,0.035652653,104503,140078
11572,28627,0.929227652,0.012331016,0.026129179,0.009222063,0.02309009,96563,113635
11575,16200,0.13117284,0.654506173,0.007407407,0.069814815,0.137098765,66922,81448
11576,12524,0.815554136,0.009821143,0.15434366,0.012615778,0.007665283,150161,229413
11577,12541,0.703452675,0.02998166,0.191212822,0.02535683,0.049996013,112552,161695
11579,5369,0.916558018,0.044142298,0.014900354,0.007263923,0.017135407,100250,129167
11580,41129,0.379683435,0.311434754,0.140095796,0.029030611,0.139755404,88771,101658
11581,21134,0.621131825,0.138165988,0.121273777,0.022191729,0.09723668,98113,115029
11590,45656,0.476914316,0.223409848,0.090437182,0.048405467,0.160833187,87894,108378
11596,10582,0.836231336,0.005481005,0.106029106,0.031846532,0.02041202,112596,138624
11598,13167,0.924963925,0.016860333,0.030227083,0.019366598,0.008582061,140917,190024
11691,61091,0.36684618,0.489646593,0.026910674,0.026010378,0.090586175,39409,56640
11692,17674,0.25992984,0.608690732,0.022915016,0.030666516,0.077797895,43354,60455
11693,11335,0.56082929,0.314953683,0.059902955,0.014997794,0.049316277,50570,60995
11694,21725,0.851783659,0.072036824,0.024810127,0.014223245,0.037146145,76944,93633
11697,4223,0.988633673,0.000947194,0,0.010419133,0,87636,100542
11701,27536,0.46735183,0.382081639,0.011802731,0.034209762,0.104554038,69733,83394
11702,14706,0.904528764,0.014483884,0.04494764,0.010539916,0.025499796,94558,120161
11703,15954,0.837219506,0.082800552,0.031590824,0.011031716,0.037357403,90872,98281
11704,40617,0.753822291,0.122978063,0.018415934,0.026515991,0.07826772,80377,92461
11705,7726,0.929717836,0.0344292,0.013202174,0.01384934,0.00880145,88958,118018
11706,65821,0.605141216,0.164278878,0.03334802,0.027043041,0.170188846,75775,89820
11709,6701,0.965527533,0.004476944,0.015967766,0.003730786,0.010296971,98362,114396
11710,35345,0.909209223,0.01111897,0.044702221,0.008402886,0.0265667,103686,121871
11713,9328,0.659090909,0.233490566,0.045668954,0.016509434,0.045240137,75183,90992
11714,23799,0.894365309,0.001680743,0.08063364,0.011429052,0.011891256,87327,106758
11715,4441,0.988290925,0,0.007205584,0.001351047,0.003152443,102841,114797
11716,11336,0.959068454,0.003793225,0.017819337,0.009438956,0.009880028,90362,101904
11717,57375,0.436775599,0.161620915,0.022570806,0.071965142,0.307067538,69405,80172
11718,3105,0.925925926,0.004508857,0.032206119,0.012238325,0.025120773,115909,152365
11719,3290,0.869300912,0.091489362,0,0.022492401,0.016717325,82875,110888
11720,29931,0.866459524,0.040827236,0.054993151,0.014099095,0.023620995,94658,105943
11721,6369,0.959491286,0.008321558,0.020882399,0.011304757,0,94929,129949
11722,38241,0.488062551,0.226118564,0.033105829,0.064145812,0.188567245,67023,78839
11724,2846,0.976809557,0,0.014406184,0.005621926,0.003162333,139971,211958
11725,28602,0.929095867,0.010383889,0.041325781,0.013845186,0.005349276,112024,127426
11726,20233,0.644837641,0.146147383,0.031582069,0.041664607,0.135768299,73164,83290
11727,29056,0.738401707,0.116843337,0.06752478,0.031387665,0.045842511,76333,88599
11729,27562,0.732711705,0.135040998,0.094260213,0.0181772,0.019809883,80279,93452
