Zipcode,Total,White,Black,Asian,Multi,Other,Median_Income,Mean_Income
11730,13921,0.962502694,0.01795848,0.007111558,0.011493427,0.000933841,105000,121113
11731,29173,0.935933911,0.007164159,0.035786515,0.009186577,0.011928838,106154,122789
11732,3469,0.933698472,0.000576535,0.035456904,0.012972038,0.017296051,96989,133552
11733,17788,0.857263324,0.01135597,0.092253204,0.026309872,0.01281763,141233,176059
11735,32502,0.847886284,0.042551228,0.059780937,0.020891022,0.02889053,91196,104249
11738,18131,0.897302962,0.020296729,0.023164745,0.026694611,0.032540952,91875,106236
11739,1467,0.909338787,0,0.072256305,0,0.018404908,129620,169813
11740,9459,0.866264933,0.051485358,0.041864891,0.021461042,0.018923776,94474,124933
11741,27688,0.91165848,0.018419532,0.040739671,0.015674661,0.013507657,94527,106128
11742,13404,0.886302596,0.043718293,0.026111608,0.008131901,0.035735601,86346,102750
11743,43611,0.834537158,0.069202724,0.034463782,0.015133797,0.046662539,118222,161888
11746,67412,0.750029668,0.062036433,0.066071323,0.012965051,0.108897526,97796,127007
11747,20214,0.842980113,0.056792322,0.074948056,0.007123776,0.018155734,112699,162019
11749,3431,0.711745847,0.16234334,0.098222093,0.005246284,0.022442437,90699,101253
11751,14293,0.921080249,0.046946058,0.01280347,0.011893934,0.007276289,95515,117678
11752,9367,0.92591011,0.009608199,0.04206256,0.015800149,0.006618982,94574,104453
11753,11748,0.675008512,0.007745999,0.28907048,0.015066394,0.013108614,153438,206508
11754,19110,0.948770277,0.003296703,0.025222397,0.00607012,0.016640502,98226,114458
11755,12222,0.880297824,0.025773196,0.035591556,0.026836852,0.031500573,94167,107680
11756,42817,0.868580237,0.004857884,0.073475489,0.011887802,0.041198589,99588,111252
11757,45565,0.919828816,0.018544936,0.019291123,0.011500055,0.030835071,82383,95581
11758,55009,0.901652457,0.047119562,0.015761057,0.011888964,0.02357796,104986,123701
11762,22431,0.964201329,0.010253667,0.013686416,0.010966965,0.000891623,112198,124515
11763,29495,0.831157823,0.102458044,0.02074928,0.022715715,0.022919139,88772,93971
11764,12846,0.939125019,0.011832477,0.025766776,0.018215787,0.005059941,113630,131646
11765,654,0.925076453,0,0.05351682,0.009174312,0.012232416,165125,373479
11766,11887,0.934129722,0.017918735,0.038865988,0.009085556,0,104110,125325
11767,15341,0.911739782,0.024118376,0.055928557,0.003976273,0.004237012,109204,122060
11768,21735,0.942028986,0.0047389,0.036991028,0.012606395,0.003634691,120309,160786
11769,8592,0.939129423,0.013151769,0.035730912,0.010242086,0.00174581,92188,110186
11770,199,0.949748744,0,0.050251256,0,0,88750,102065
11771,8981,0.881861708,0.041198085,0.032179045,0.00378577,0.040975392,106120,193586
11772,45265,0.884922125,0.063095107,0.011311168,0.012658787,0.028012813,68230,78571
11776,25969,0.909276445,0.003696715,0.040702376,0.01012746,0.036197004,84733,103934
11777,9351,0.887819485,0.021815849,0.048123195,0.020639504,0.021601968,109696,131046
11778,12605,0.959460532,0.006346688,0.002221341,0.012217374,0.019754066,85893,95730
11779,39094,0.915255538,0.01468256,0.0383179,0.013659385,0.018084617,87081,96937
11780,14676,0.965317525,0.009198692,0.015535568,0.008585446,0.001362769,109091,141375
11782,15132,0.966627016,0.008591065,0.009978853,0.008128469,0.006674597,108594,124230
11783,21145,0.965760227,0.000236463,0.024781272,0.008559943,0.000662095,104523,119673
11784,26158,0.874302317,0.019726279,0.047595382,0.021828886,0.036547137,88104,91918
11786,6378,0.965036061,0.001097523,0.014111007,0.01818752,0.00156789,130800,143343
11787,36606,0.941266459,0.008796372,0.034420587,0.008851008,0.006665574,107477,128258
11788,16598,0.902940113,0.019942162,0.041511025,0.012591879,0.023014821,104888,119583
11789,7935,0.954127284,0.001386263,0.023944549,0.009451796,0.011090107,79764,97309
11790,18073,0.76229735,0.04304764,0.163005588,0.016654678,0.014994744,138036,157736
11791,25639,0.741682593,0.013066032,0.214789968,0.014548149,0.015913257,139565,193003
11792,9303,0.963237665,0.006127056,0.018058691,0.009351822,0.003224766,119137,127450
11793,32348,0.935421046,0.005688141,0.038951403,0.010912576,0.009026833,113277,132326
11794,3080,0.370779221,0.148051948,0.392532468,0.025649351,0.062987013,N/A,N/A
11795,25821,0.971612254,0.001742768,0.014639247,0.008791294,0.003214438,104923,119272
11796,3939,0.971312516,0.004823559,0.007616146,0.010154862,0.006092917,96071,108775
11797,8796,0.895407003,0.019895407,0.074124602,0.004888586,0.005684402,150920,214345
11798,14920,0.154289544,0.696648794,0.016353887,0.018967828,0.113739946,65000,79275
11801,39653,0.744710362,0.018056641,0.182054321,0.021234207,0.033944468,91718,111245
11803,28448,0.862450787,0.005624297,0.115438695,0.009315242,0.007170979,120955,142044
11804,4921,0.93029872,0.001625686,0.051615525,0.016460069,0,115370,126544
11901,29579,0.723756719,0.176273708,0.011427026,0.043713445,0.044829102,51350,69694
11930,1201,0.98417985,0.011656953,0.004163197,0,0,76326,125797
11931,51,1,0,0,0,0,N/A,N/A
11932,933,0.926045016,0.0471597,0.026795284,0,0,67083,130294
11933,6391,0.873102801,0.078547958,0.016272884,0.025974026,0.006102331,64593,93873
11934,7425,0.965925926,0.015892256,0.002289562,0.005791246,0.01010101,93929,99518
11935,3271,0.938245185,0.04249465,0.015591562,0,0.003668603,91298,110203
11937,15794,0.884006585,0.034316829,0.021590477,0.00880081,0.051285298,81057,115999
11939,1012,0.936758893,0,0.004940711,0.027667984,0.030632411,66583,91950
11940,5019,0.959952182,0.023709902,0.005180315,0.006774258,0.004383343,92200,108659
11941,1799,0.958866037,0,0.007782101,0.025569761,0.007782101,58487,100061
11942,4501,0.982226172,0.001777383,0,0.003554766,0.01244168,87044,111072
11944,4277,0.875847557,0.052373159,0,0.014028525,0.05775076,54394,84541
11946,13297,0.94953749,0.005565165,0.005113935,0.007294879,0.032488531,72023,84814
11947,114,1,0,0,0,0,24300,65283
11948,1164,1,0,0,0,0,113036,148123
11949,14241,0.973246261,0.009339232,0.006390001,0.009760551,0.001263956,104785,116518
11950,17712,0.817750678,0.071081752,0.038617886,0.025011292,0.047538392,68338,76998
11951,14048,0.825242027,0.125284738,0.007189636,0.040859909,0.00142369,65534,73838
11952,4659,0.942476926,0.023610217,0.008370895,0,0.025541962,86286,101096
11953,12302,0.789302552,0.124695172,0.048609982,0.024304991,0.013087303,69690,78267
11954,3471,0.923076923,0.028233938,0.020167099,0.00201671,0.02650533,68528,94115
11955,2789,0.893510219,0.035855145,0.053065615,0.001075654,0.016493367,63766,74327
11956,329,1,0,0,0,0,67188,91364
11957,714,0.985994398,0.00280112,0.009803922,0,0.00140056,82895,101035
11958,262,1,0,0,0,0,83000,210019
11959,766,0.821148825,0.11227154,0.015665796,0.031331593,0.019582245,96667,133949
11960,878,1,0,0,0,0,100923,116602
11961,11906,0.903913993,0.066353099,0.018394087,0.009826978,0.001511843,54312,75404
11962,469,0.982942431,0.017057569,0,0,0,106250,155851
11963,6602,0.913511057,0.025446834,0.02832475,0.017570433,0.015146925,85583,142403
11964,1846,0.965872156,0.01191766,0,0.022210184,0,76133,126352
11965,631,0.990491284,0.003169572,0.006339144,0,0,92100,117064
11967,26488,0.815425853,0.072145877,0.045492298,0.036771368,0.030164603,82557,88689
11968,11245,0.850155625,0.054246332,0.04144064,0.011293908,0.042863495,84715,145074
11970,505,1,0,0,0,0,108558,116685
11971,6317,0.96612316,0,0.004432484,0.02327054,0.006173817,90294,109472
11972,1112,0.84442446,0.041366906,0.083633094,0.03057554,0,94375,116169
11973,33,0.212121212,0,0.787878788,0,0,N/A,N/A
11975,359,0.947075209,0.005571031,0.008356546,0,0.038997214,71250,122758
11976,1934,0.960186143,0,0.037745605,0.001551189,0.000517063,160536,195101
11977,2271,0.962571554,0.020695729,0.007485689,0.00660502,0.002642008,96648,123571
11978,3233,0.915248995,0.009279307,0.008042066,0.016393443,0.051036189,80066,115806
11980,4756,0.855130362,0.07569386,0.003364172,0.022077376,0.04373423,84972,93311
12007,97,1,0,0,0,0,80000,70553
12008,485,1,0,0,0,0,58375,78248
12009,7327,0.958782585,0.00545926,0.015285929,0.00996315,0.010509076,80750,96784
12010,28802,0.860461079,0.024164989,0.005798208,0.034199014,0.07537671,44256,58311
12015,2804,0.938302425,0.018188302,0.02746077,0.011055635,0.004992867,61164,68793
12017,310,0.987096774,0,0.012903226,0,0,67917,74612
12018,7608,0.965168244,0.014195584,0.009332282,0.011303891,0,80126,96661
12019,14841,0.935112189,0.013745704,0.017990701,0.032410215,0.00074119,90897,101978
12020,31403,0.972805146,0.006559883,0.004107888,0.011495717,0.005031366,68252,82688
12022,1002,0.986027944,0,0,0.013972056,0,68438,70349
12023,2071,0.957025592,0.037662965,0,0.005311444,0,56250,70111
12024,102,1,0,0,0,0,N/A,N/A
12025,5464,0.971998536,0,0.001281113,0.012262079,0.014458272,56938,69295
12027,3816,0.97327044,0.007337526,0.01336478,0.003144654,0.0028826,95690,102359
12028,970,0.859793814,0,0.021649485,0.118556701,0,77143,81830
12029,1127,0.867790594,0.07985803,0.004436557,0.029281278,0.01863354,78365,89460
12031,139,1,0,0,0,0,52813,65216
12032,795,0.977358491,0,0,0.012578616,0.010062893,45938,60772
12033,7824,0.954626789,0.012142127,0.004984663,0.013292434,0.014953988,68382,83399
12035,727,0.991746905,0,0,0.008253095,0,39813,54837
12036,220,0.981818182,0,0.018181818,0,0,45982,46347
12037,4288,0.917210821,0.035214552,0.01795709,0.02448694,0.005130597,56354,79674
12040,97,1,0,0,0,0,65625,62671
12041,352,1,0,0,0,0,46944,55120
12042,236,1,0,0,0,0,68750,79662
12043,8390,0.916805721,0.030512515,0.015017878,0.019666269,0.017997616,49589,66264
12045,326,0.978527607,0,0,0,0.021472393,35905,42715
12046,907,1,0,0,0,0,75263,92354
12047,20102,0.908218088,0.029748284,0.017062979,0.018754353,0.026216297,47138,62410
12051,7081,0.690439204,0.272560373,0.003248129,0.016664313,0.017087982,49408,74084
12052,1451,0.94486561,0.022053756,0.008959338,0.024121296,0,68500,77504
12053,4223,0.955955482,0,0.024153445,0.019891073,0,86250,93897
12054,16810,0.893039857,0.015526472,0.054848305,0.025520523,0.011064842,94874,112694
12056,2446,0.996729354,0.003270646,0,0,0,91300,93159
12057,2189,0.984010964,0,0.015989036,0,0,53194,58857
12058,1276,0.975705329,0,0,0.024294671,0,49479,60284
12059,1555,0.980707395,0.009003215,0.005144695,0.005144695,0,83409,93027
12060,1503,0.931470393,0,0.023952096,0.044577512,0,79219,116914
12061,9537,0.875117962,0.034706931,0.033553528,0.044668135,0.011953444,84714,97707
12062,1481,0.968939905,0.004726536,0.008777853,0.014179608,0.003376097,65294,77756
12063,425,1,0,0,0,0,125109,135748
12064,336,0.970238095,0.008928571,0,0,0.020833333,37500,44014
12065,42069,0.90636811,0.01961064,0.05384012,0.013834415,0.006346716,80908,99649
12066,2212,0.96925859,0.018535262,0,0,0.012206148,63750,70243
12067,1574,0.902795426,0,0,0.005082592,0.092121982,68125,75747
12068,3068,0.909061278,0.012385919,0.020208605,0.025097784,0.033246415,47813,54507
12069,180,1,0,0,0,0,54737,64351
12070,1521,0.981591059,0.013149244,0,0,0.005259698,69643,78593
12071,209,0.976076555,0,0,0.023923445,0,56500,67132
12072,2797,0.94386843,0.023239185,0.007508044,0.016088666,0.009295674,53387,72435
12074,3109,0.974268253,0,0.004181409,0.021550338,0,72328,92743
12075,3034,0.973632169,0.006921556,0.019446276,0,0,67755,80228
12076,1518,0.955862978,0.009881423,0,0.023715415,0.010540184,57868,60502
12077,6580,0.848328267,0.03343465,0.08343465,0.020364742,0.01443769,82966,99180
12078,23696,0.953874072,0.015867657,0.005443957,0.016753883,0.008060432,37766,50517
12083,3736,0.985278373,0.005085653,0,0.009635974,0,49375,65917
12084,4429,0.732219463,0.043576428,0.166403251,0.023707383,0.034093475,71750,82613
12085,523,0.990439771,0.009560229,0,0,0,50673,52453
12086,1410,0.972340426,0.009219858,0,0.009219858,0.009219858,52036,67584
12087,804,0.983830846,0.016169154,0,0,0,51667,55884
12089,80,1,0,0,0,0,60431,47669
12090,6127,0.97649747,0.004733148,0.00244818,0.012567325,0.003753876,54716,62017
12092,904,0.984513274,0,0,0.015486726,0,41757,61515
12093,1798,0.954949944,0.012235818,0.003893215,0.022803115,0.006117909,56563,62315
12094,2285,0.99868709,0,0,0,0.00131291,54594,67314
12095,12515,0.916420296,0.035557331,0.017658809,0.017978426,0.012385138,43967,59676
12106,2309,0.951927241,0.016024253,0.006063231,0.024686011,0.001299264,70156,84133
12108,370,0.927027027,0.018918919,0,0.051351351,0.002702703,51563,65674
12110,21244,0.803803427,0.068489927,0.090707965,0.020429298,0.016569384,76408,92547
12115,237,1,0,0,0,0,81167,182803
12116,1923,0.984399376,0.004160166,0,0.011440458,0,51736,59735
12117,3519,0.988348963,0.000568343,0.000284172,0.00511509,0.005683433,55032,61269
12118,14204,0.943185018,0.014502957,0.024570544,0.016192622,0.001548859,61389,72598
12120,723,0.995850622,0,0,0.004149378,0,47083,74863
12121,2031,0.950763171,0.04332841,0,0.003938946,0.001969473,70365,72107
12122,4498,0.983548244,0.002890173,0.004001779,0.006891952,0.002667852,50532,59281
12123,5502,0.943656852,0.022173755,0.009632861,0.020174482,0.00436205,65458,77659
12124,767,0.997392438,0.001303781,0,0,0.001303781,113958,119612
12125,1451,0.871812543,0.047553411,0.063404549,0.012405238,0.004824259,50726,58819
12130,1157,0.982713915,0.017286085,0,0,0,87643,79008
12131,117,1,0,0,0,0,37917,48812
12132,246,1,0,0,0,0,80833,153450
12134,3610,0.989750693,0.000831025,0.000277008,0.003047091,0.006094183,48547,61115
12136,652,0.987730061,0.012269939,0,0,0,88594,145278
12137,1813,0.972421401,0,0,0.016547159,0.01103144,63542,75054
12138,3199,0.988433886,0,0.002500781,0.009065333,0,65857,70195
12139,141,0.978723404,0,0,0.021276596,0,44063,56862
12140,1721,0.99767577,0.00232423,0,0,0,80083,85562
12143,5026,0.923995225,0.051134103,0.010147234,0.012534819,0.002188619,57371,68390
12144,20447,0.920526239,0.027290067,0.020785445,0.027534602,0.003863647,63449,75830
12147,565,0.971681416,0.010619469,0.003539823,0.014159292,0,60875,63010
12148,4322,0.935677927,0.004858862,0.030310042,0.021286441,0.007866728,107540,111360
12149,2478,0.939467312,0.016949153,0.006053269,0.020581114,0.016949153,49357,56754
12150,779,0.988446727,0,0.011553273,0,0,76151,76748
12151,594,0.947811448,0,0.005050505,0.03030303,0.016835017,73304,86778
12153,1005,0.966169154,0,0,0.033830846,0,82724,101345
12154,2838,0.887596899,0.085271318,0,0.007751938,0.019379845,67721,81466
12155,1938,0.963364293,0.001547988,0.007223942,0.027863777,0,45938,51390
12156,933,0.885316184,0.053590568,0,0.061093248,0,64107,81565
12157,4631,0.978406392,0.008421507,0.005830274,0.002591233,0.004750594,60560,81293
12158,6531,0.947940591,0.025111009,0.002143623,0.015770939,0.009033839,79662,86671
12159,7973,0.902546093,0.016305029,0.057443873,0.010159288,0.013545717,87794,122248
12160,1095,0.97716895,0,0,0,0.02283105,56923,73268
12161,159,1,0,0,0,0,98125,88995
12164,353,0.886685552,0.033994334,0.005665722,0.065155807,0.008498584,57083,85400
12165,173,1,0,0,0,0,56111,95681
12166,1368,0.961988304,0.016812865,0.019736842,0.001461988,0,55341,62597
12167,2577,0.980209546,0,0.002716337,0.004268529,0.012805588,49605,57176
12168,1748,0.957665904,0,0,0.042334096,0,59688,69973
12169,270,0.966666667,0,0,0.033333333,0,45000,54923
12170,5311,0.98286575,0.009414423,0.001694596,0.006025231,0,70377,74357
12172,387,1,0,0,0,0,40500,57405
12173,1592,0.962311558,0.011306533,0.009422111,0.012562814,0.004396985,68137,70095
12174,272,0.988970588,0,0,0.011029412,0,63527,73814
12175,861,0.923344948,0.055749129,0.003484321,0.012775842,0.004645761,51094,57110
12176,391,1,0,0,0,0,73750,74113
12177,560,0.9875,0,0,0.0125,0,68750,80591
12180,53812,0.778190738,0.119471493,0.044878466,0.041440571,0.016018732,47640,63037
12182,14260,0.822370266,0.1085554,0.01486676,0.05,0.004207574,45251,58165
12183,2609,0.866615562,0.03602913,0.044844768,0.034495975,0.018014565,52292,61085
12184,6867,0.950924712,0.017620504,0.01674676,0.009611184,0.00509684,78247,105257
12185,2236,0.998211091,0,0,0.000894454,0.000894454,73684,81568
12186,6346,0.94043492,0.005988024,0.017806492,0.025527892,0.010242673,83846,106175
12187,413,0.97094431,0,0.021791768,0.007263923,0,67500,67805
12188,11249,0.939194595,0.011200996,0.009334163,0.03102498,0.009245266,66211,83027
12189,17860,0.852015677,0.070884658,0.047480403,0.027659574,0.001959686,47263,61912
12190,718,0.988857939,0.006963788,0.001392758,0.002785515,0,40208,60698
12192,2145,0.96037296,0.009324009,0,0.012121212,0.018181818,55167,76941
12193,1784,0.969170404,0.006726457,0.024103139,0,0,72396,90137
12194,152,1,0,0,0,0,41875,57906
12195,170,0.905882353,0,0.094117647,0,0,44926,50142
12196,3392,0.956073113,0.015035377,0,0.01120283,0.017688679,92521,102081
12197,2662,0.969571751,0.009767092,0.00864012,0.003756574,0.008264463,50897,62555
12198,7994,0.957343007,0.018764073,0.001250938,0.01701276,0.005629222,82188,95044
12202,9024,0.270500887,0.605496454,0.056405142,0.040558511,0.027039007,29214,39884
12203,30505,0.799541059,0.082740534,0.072709392,0.027274217,0.017734798,54059,68105
12204,7102,0.575612504,0.297944241,0.068149817,0.023373698,0.034919741,49993,76516
12205,27097,0.887662841,0.046610326,0.039008008,0.018193896,0.008524929,65090,76313
12206,16885,0.304352976,0.537933077,0.05419011,0.053538644,0.049985194,26883,41465
12207,1879,0.315593401,0.574773816,0.100585418,0,0.009047366,11879,18851
12208,21327,0.73165471,0.161157219,0.061705819,0.0338538,0.011628452,58825,72203
12209,10913,0.560340878,0.291029048,0.062036104,0.058554018,0.028039952,56972,65200
12210,9079,0.452693028,0.466681353,0.025773764,0.037118625,0.017733231,32813,50341
12211,12054,0.864775178,0.048199768,0.051601128,0.025966484,0.009457442,95554,119872
12222,5983,0.723550058,0.112318235,0.08708006,0.034430888,0.042620759,N/A,N/A
12302,27723,0.94105977,0.019334127,0.009522779,0.021462324,0.008621001,66021,76071
12303,30276,0.792013476,0.105264896,0.038149029,0.029759546,0.034813053,61267,77732
12304,21708,0.652155887,0.180256127,0.049060254,0.055371292,0.06315644,43743,59948
12305,5389,0.726850993,0.172944888,0.033586936,0.038040453,0.02857673,28156,42138
12306,25785,0.905875509,0.046228427,0.013263525,0.013922823,0.020709715,58869,69808
12307,7619,0.330358315,0.433127707,0.050531566,0.08793805,0.098044363,21875,30788
12308,14401,0.721685994,0.151864454,0.055690577,0.030622873,0.040136102,40598,54291
12309,29419,0.869030219,0.019375234,0.075495428,0.01784561,0.01825351,87374,105397
12401,34844,0.793020319,0.110722076,0.019257261,0.054959247,0.022041097,47225,62000
12404,3435,0.894323144,0.00349345,0.001164483,0.097525473,0.00349345,67639,91435
12405,502,1,0,0,0,0,46019,51623
12406,707,0.874115983,0,0,0.101838755,0.024045262,40750,72570
12407,179,0.966480447,0.016759777,0,0,0.016759777,28750,50590
12409,537,0.884543762,0,0.052141527,0.014897579,0.048417132,53750,78827
12410,672,0.985119048,0,0.007440476,0.007440476,0,60469,66509
12411,487,0.895277207,0.065708419,0,0.039014374,0,63618,67873
12412,372,0.857526882,0.080645161,0.018817204,0.043010753,0,52250,96091
12413,2802,0.953961456,0.006423983,0.011777302,0.027837259,0,43370,52305
12414,10706,0.817485522,0.087707827,0.013170185,0.067812442,0.013824024,49396,64512
12416,254,0.854330709,0,0.145669291,0,0,33295,46932
12417,757,0.811096433,0.113606341,0,0.075297226,0,50509,59693
12418,388,1,0,0,0,0,63958,82912
12419,548,0.95620438,0.027372263,0,0.016423358,0,48807,94007
12420,413,1,0,0,0,0,68929,80131
12421,489,0.754601227,0,0.012269939,0.016359918,0.216768916,58315,66366
12422,252,0.964285714,0,0,0,0.035714286,30208,42727
12423,1095,1,0,0,0,0,48813,55700
12424,257,1,0,0,0,0,34844,47846
12427,632,0.992088608,0,0.007911392,0,0,110292,90439
12428,6612,0.759981851,0.089987901,0.037658802,0.065638234,0.046733212,44718,60320
12429,273,1,0,0,0,0,114129,122403
12430,973,0.952723535,0.016443988,0,0.006166495,0.024665982,48333,55211
12431,1379,1,0,0,0,0,56842,76382
12432,387,1,0,0,0,0,66550,81746
12433,404,0.732673267,0.148514851,0.02970297,0.089108911,0,64063,135841
12434,551,0.840290381,0.159709619,0,0,0,32857,35120
12435,279,1,0,0,0,0,62727,60409
12436,478,1,0,0,0,0,87276,79804
12438,51,0.862745098,0,0.137254902,0,0,120417,102676
12439,222,0.986486486,0,0,0,0.013513514,39167,46742
12440,1999,0.962481241,0.015507754,0,0.022011006,0,64482,76983
12441,33,1,0,0,0,0,116563,107315
12442,885,1,0,0,0,0,36164,61210
12443,3743,0.965535667,0.019235907,0.008549292,0.000267165,0.006411969,76814,102550
12444,401,1,0,0,0,0,28365,40797
12446,4723,0.944103324,0,0.016938387,0.033029854,0.005928435,51696,70239
12448,414,1,0,0,0,0,61310,80102
12449,3398,0.896115362,0.012654503,0.017363155,0.045909358,0.027957622,50236,69523
12450,204,1,0,0,0,0,22200,44140
12451,1878,0.981895634,0.003194888,0,0.014909478,0,60665,75747
12452,294,1,0,0,0,0,70139,61301
12453,298,1,0,0,0,0,203625,160234
12454,227,1,0,0,0,0,73125,62958
12455,2128,0.96287594,0.005169173,0,0.022086466,0.009868421,47519,55421
12456,707,0.886845827,0,0,0.100424328,0.012729844,48993,52567
12457,873,0.90836197,0.008018328,0.02978236,0.051546392,0.002290951,53594,81998
12458,3730,0.716621984,0.193029491,0.018766756,0.039946381,0.031635389,52442,66297
12459,180,1,0,0,0,0,73933,78023
12460,306,1,0,0,0,0,52237,56980
12461,1976,0.978744939,0.001012146,0.015182186,0.004554656,0.000506073,61793,90120
12463,1042,1,0,0,0,0,44938,54422
12464,935,0.859893048,0.004278075,0.020320856,0,0.115508021,49911,70404
12465,194,0.943298969,0.056701031,0,0,0,50833,125164
12466,2150,0.880930233,0.044186047,0.024651163,0.043255814,0.006976744,59873,72006
12468,1052,0.997148289,0.002851711,0,0,0,41696,52930
12469,660,0.962121212,0.022727273,0.004545455,0.010606061,0,51324,62818
12470,743,0.944818304,0,0.055181696,0,0,24722,37129
12471,667,1,0,0,0,0,51840,56568
12472,1749,0.974842767,0.002287021,0,0.00971984,0.013150372,41224,52906
12473,1271,0.992918961,0.00393391,0,0,0.003147128,71702,94159
12474,1497,0.95257181,0.018704075,0,0.010688043,0.018036072,51750,59969
12475,316,1,0,0,0,0,48864,61781
12477,18860,0.929639449,0.032343584,0.010710498,0.016755037,0.010551432,60862,80642
12480,460,0.736956522,0,0.191304348,0,0.07173913,23125,60451
12481,1177,0.875106202,0.027187766,0,0.042480884,0.055225149,54362,75829
12482,743,1,0,0,0,0,29750,49174
12483,421,0.638954869,0.125890736,0.090261283,0,0.144893112,36964,53403
12484,3160,0.934493671,0.000316456,0.036392405,0.013607595,0.015189873,84241,95646
12485,712,0.814606742,0.008426966,0,0.08988764,0.087078652,41591,46199
12486,1410,0.95035461,0.026950355,0.009929078,0.006382979,0.006382979,72135,84001
12487,3230,0.988854489,0.003095975,0.008049536,0,0,67350,81343
12489,844,0.563981043,0.381516588,0,0.033175355,0.021327014,41306,49444
12490,67,1,0,0,0,0,N/A,N/A
12491,1766,0.940543601,0.010192525,0,0.026613817,0.022650057,61667,81523
12492,359,1,0,0,0,0,52212,65429
12493,198,0.914141414,0.01010101,0.015151515,0.01010101,0.050505051,87344,76442
12494,930,1,0,0,0,0,66875,81523
12495,248,0.923387097,0.076612903,0,0,0,50156,58750
12496,1687,0.992294013,0,0,0.007705987,0,50536,64843
12498,5158,0.921287321,0.013571152,0.008724312,0.047499031,0.008918185,65676,97500
12501,2593,0.810644042,0.04087929,0.004627844,0.004242191,0.139606633,64040,77094
12502,1074,0.986964618,0,0.003724395,0.009310987,0,64545,77116
12503,801,0.940074906,0.02247191,0.011235955,0.003745318,0.02247191,70000,83210
12504,1249,0.778222578,0.061649319,0.049639712,0.068855084,0.041633307,N/A,N/A
12507,197,0.781725888,0,0.065989848,0.07106599,0.081218274,66250,86142
12508,19917,0.680976051,0.188632826,0.012150424,0.035045439,0.08319526,62792,75224
12512,127,0.700787402,0.299212598,0,0,0,72381,126699
12513,541,1,0,0,0,0,60833,61814
12514,2835,0.856790123,0.072663139,0.005291005,0.014814815,0.050440917,91193,110032
12515,1242,0.827697262,0.096618357,0.053140097,0.022544283,0,61394,82350
12516,2109,0.986249407,0.008534851,0.005215742,0,0,66190,119666
12517,633,0.854660348,0,0,0.022116904,0.123222749,51806,61370
12518,6139,0.975891839,0.000162893,0.009773579,0.014171689,0,80692,96554
12520,3068,0.922425033,0.011408083,0.006518905,0.044654498,0.014993481,84808,111825
12521,1533,0.979778213,0.000652316,0.012393999,0.007175473,0,53850,73610
12522,4929,0.917224589,0.006897951,0.027186042,0.012781497,0.035909921,56859,68555
12523,1788,0.98098434,0.001118568,0.001118568,0.016778523,0,51923,74096
12524,15556,0.798212908,0.079004886,0.076176395,0.012856776,0.033749036,74513,86449
12525,2991,0.971581411,0,0.0036777,0.018388499,0.006352391,76535,85781
12526,3716,0.959364909,0.008073197,0.006727664,0.025296017,0.000538213,60430,77291
12527,143,0.65034965,0.34965035,0,0,0,143500,139395
12528,13119,0.869273573,0.051070966,0.028965622,0.029194298,0.021495541,63974,78923
12529,2561,0.918391253,0.0695041,0.00156189,0.009761812,0.000780945,78365,145361
12530,8,0,0,0,0,1,N/A,N/A
12531,3502,0.952027413,0.010850942,0.012278698,0.01027984,0.014563107,90208,116518
12533,25942,0.875260196,0.041014571,0.045370442,0.022434662,0.01592013,100842,120040
12534,18098,0.803735219,0.098408664,0.025196154,0.057409659,0.015250304,46261,61312
12538,13708,0.901517362,0.044353662,0.02159323,0.018383426,0.01415232,70599,81563
12540,7704,0.939122534,0.00817757,0.026998962,0.012590862,0.013110073,99697,124639
12542,6222,0.870459659,0.066377371,0.008839601,0.011571842,0.042751527,62548,75666
12543,3027,0.753221011,0.116617113,0.018830525,0.073339941,0.037991411,61250,74365
12545,4655,0.919226638,0.029001074,0.010741139,0.025778733,0.015252417,61869,89438
12546,3009,0.832834829,0.022931206,0.03256896,0.050847458,0.060817547,61964,78986
12547,2694,0.93281366,0.008166295,0.0077951,0.047141797,0.004083148,64258,79205
12548,1380,0.839855072,0.12173913,0,0.017391304,0.021014493,52986,62494
12549,10517,0.918322716,0.029285918,0.000760673,0.019967671,0.031663022,81011,97029
12550,54565,0.560835701,0.228039952,0.020544305,0.039860717,0.150719326,56444,73136
12553,25228,0.732083399,0.116893927,0.046099572,0.043007769,0.061915332,71608,85178
12561,18261,0.897157877,0.031049778,0.030447402,0.028092656,0.013252286,66261,89121
12563,7694,0.832856772,0.042630621,0.037041851,0.035352223,0.052118534,92950,92314
12564,7485,0.86746827,0.020574482,0.03500334,0.018837675,0.058116232,76825,108864
12565,1478,0.923545332,0.01623816,0.00202977,0.058186739,0,43750,64025
12566,11185,0.892534645,0.021904336,0.010460438,0.040411265,0.034689316,80548,91278
12567,2701,0.947056646,0.002221399,0.002591633,0.007034432,0.04109589,63244,80034
12569,9521,0.894863985,0.037706123,0.023737002,0.034345132,0.009347758,76517,93261
12570,7693,0.916417522,0.024567789,0.034836865,0.01377876,0.010399064,93875,119932
12571,10332,0.927313202,0.009775455,0.027874564,0.02129307,0.013743709,69091,88370
12572,9046,0.956776476,0.018240106,0.007627681,0.012823347,0.00453239,72551,112663
12574,457,0.967177243,0.01750547,0.010940919,0.004376368,0,65000,74033
12575,1975,0.877468354,0.111392405,0.011139241,0,0,94958,116189
