"","camis","dba","boro","zipcode","cuisine_description","score","grade","rodent_list","roach_list","total.list","white.list","black.list","asian.list","multi.list","other.list","mean_income.list","median_income.list","cuisine_group_factor"
"472920","50032892","SUBWAY","STATEN ISLAND","10312","Sandwiches",2,"A",FALSE,FALSE,60081,0.928280155,0.006341439,0.051413925,0.007789484,0.006174997,101227,85324,"Sandwiches"
"472921","50032893","LA BELLA","QUEENS","11104","Pizza",12,"A",FALSE,FALSE,25729,0.623848576,0.012825994,0.286486066,0.031909518,0.044929846,69522,56059,"Pizza"
"472928","50032895","NEW KINGS MEN KITCHEN","BROOKLYN","11221","Chinese",11,"A",TRUE,FALSE,81321,0.297549219,0.556768854,0.030213598,0.017498555,0.097969774,51952,39178,"Chinese"
"472942","50032900","NEW WIN CHINESE RESTAURANT","QUEENS","11422","Chinese",12,"A",FALSE,TRUE,33280,0.07484976,0.86015625,0.030198317,0.016766827,0.018028846,93330,84824,"Chinese"
"472952","50032905","PUNDA TIBETAN RESTAURANT","QUEENS","11104","Asian",5,"A",FALSE,FALSE,25729,0.623848576,0.012825994,0.286486066,0.031909518,0.044929846,69522,56059,"Asian"
"472960","50032907","LA NANA RESTAURANT","STATEN ISLAND","10301","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,"A",FALSE,FALSE,38885,0.605657709,0.241095538,0.053311045,0.032274656,0.067661052,75422,56848,"Latin/Spanish"
"472967","50032909","YOOJUNG NAKJI","QUEENS","11358","Korean",10,"A",TRUE,FALSE,38317,0.465720176,0.019286479,0.42320641,0.022078973,0.069707963,83862,65722,"Asian"
"472984","50032912","EL ANAFE EXPRESS","MANHATTAN","10034","Spanish",34,"C",FALSE,FALSE,41510,0.362105517,0.0913033,0.019730185,0.051529752,0.475331245,57323,41171,"Latin/Spanish"
"472998","50032918","EMPANADAS MONUMENTAL","MANHATTAN","10031","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8,"A",FALSE,FALSE,59092,0.275164151,0.345275164,0.019427334,0.164929263,0.195204089,57606,37655,"Latin/Spanish"
"473004","50032931","JUST GREAT FOOD","BROOKLYN","11213","Caribbean",12,"A",FALSE,FALSE,62059,0.201034499,0.693549687,0.015581946,0.016000902,0.073832965,46913,34794,"Latin/Spanish"
"473010","50032935","MOBAYS KOALPOT AND GRILL","BROOKLYN","11207","Caribbean",12,"A",FALSE,FALSE,92491,0.143116628,0.666053994,0.01137408,0.018185553,0.161269745,45365,32945,"Latin/Spanish"
"473020","50032942","THAINY","MANHATTAN","10016","Thai",9,"A",FALSE,FALSE,51196,0.748906165,0.032912728,0.155480897,0.023380733,0.039319478,155107,105324,"Asian"
"473031","50032944","CHINA LONG","BROOKLYN","11235","Chinese",27,"B",FALSE,FALSE,74630,0.812555273,0.029974541,0.127066863,0.014457993,0.01594533,64292,41639,"Chinese"
"473046","50032964","MAX'S CHICKEN & SEAFOOD","BROOKLYN","11230","Pizza",22,"Z",TRUE,FALSE,84219,0.716037949,0.080088816,0.124579964,0.014901626,0.064391646,63309,42170,"Pizza"
"473058","50032967","EL TORITO MEXICAN RESTAURANT","BRONX","10462","Mexican",7,"A",FALSE,FALSE,77369,0.230557458,0.279194509,0.120539234,0.033411315,0.336297483,55062,45864,"Latin/Spanish"
"473062","50032969","GOOD TASTE 360 INC","MANHATTAN","10029","Chinese",5,"A",FALSE,FALSE,77454,0.350633925,0.303302605,0.089175511,0.028184471,0.228703489,61307,31888,"Chinese"
"473064","50032973","CHIPOTLE MEXICAN GRILL","MANHATTAN","10004","Mexican",11,"A",FALSE,FALSE,2807,0.79836124,0.035625223,0.137513359,0.021375134,0.007125045,206142,129313,"Latin/Spanish"
"473072","50032975","CHIPOTLE MEXICAN GRILL ","BRONX","10451","Mexican",10,"A",FALSE,FALSE,47069,0.171407933,0.436359387,0.019736982,0.028596316,0.343899382,36560,26754,"Latin/Spanish"
"473074","50032977","JOONG HAN BOON (CHINESE-KOREAN DUMPLINGS AND NOODLE)","QUEENS","11354","Korean",13,"A",FALSE,FALSE,56258,0.265046749,0.037363575,0.580664083,0.0338263,0.083099293,63705,46566,"Asian"
"473079","50032980","TAQUERIA ST MARKS PL","MANHATTAN","10003","Mexican",7,"A",FALSE,FALSE,57310,0.775955331,0.041196999,0.134444251,0.029767929,0.018635491,146769,92540,"Latin/Spanish"
"473080","50032985","AARON'S CHINESE AND THAI","MANHATTAN","10001","Chinese",13,"A",FALSE,FALSE,21966,0.63475371,0.107575344,0.175452973,0.049075844,0.033142129,157557,81671,"Chinese"
"473098","50032988","LA LOTERIA","MANHATTAN","10014","Mexican",7,"A",FALSE,FALSE,30597,0.878877014,0.020819035,0.061901494,0.023662451,0.014740007,170750,108483,"Latin/Spanish"
"473100","50032991","MI GARBA","MANHATTAN","10003","Italian",2,"A",FALSE,FALSE,57310,0.775955331,0.041196999,0.134444251,0.029767929,0.018635491,146769,92540,"Italian"
"473105","50032996","AH ZHONG FOOD STORE # 5","QUEENS","11354","Chinese",14,"Z",FALSE,FALSE,56258,0.265046749,0.037363575,0.580664083,0.0338263,0.083099293,63705,46566,"Chinese"
"473120","50032998","ZAAZ PIZZA","BROOKLYN","11238","Pizza",7,"A",FALSE,FALSE,51895,0.413912708,0.422545525,0.065825224,0.04564987,0.052066673,88005,65315,"Pizza"
"473126","50033000","LAS MARGARITAS RESTAURANT","BROOKLYN","11209","Mexican",37,"Not Yet Graded",TRUE,FALSE,72623,0.771188191,0.023312174,0.125814136,0.023835424,0.055850075,82258,58261,"Latin/Spanish"
"473136","50033010","LI'S GARDEN","QUEENS","11355","Chinese",10,"A",FALSE,FALSE,83221,0.165847563,0.029451701,0.705783396,0.028262097,0.070655243,57510,41884,"Chinese"
"473139","50033011","MASAMI","BROOKLYN","11215","Asian",12,"A",FALSE,FALSE,68891,0.740836974,0.047785632,0.074683195,0.049309779,0.087384419,132302,95654,"Asian"
"473145","50033012","SUBWAY","BROOKLYN","11228","Soups & Sandwiches",12,"A",FALSE,FALSE,43929,0.686266475,0.012907191,0.257460903,0.007193426,0.036172005,83920,61893,"Sandwiches"
"473155","50033018","EASTERN CAFE","QUEENS","11432","Asian",10,"A",FALSE,FALSE,61687,0.227487153,0.164313389,0.379415436,0.055311492,0.173472531,67975,50450,"Asian"
"473158","50033019","JUBAN","MANHATTAN","10011","Japanese",7,"A",FALSE,FALSE,52167,0.779860832,0.041213794,0.097341231,0.043418253,0.03816589,191483,104238,"Asian"
"473161","50033020","VILLA CEMITA","MANHATTAN","10009","Mexican",12,"A",FALSE,FALSE,62810,0.597675529,0.071580958,0.152682694,0.032733641,0.145327177,85508,59929,"Latin/Spanish"
"473176","50033044","AMICI 36","MANHATTAN","10018","Delicatessen",29,"C",FALSE,FALSE,7021,0.587523145,0.066229882,0.255234297,0.025637374,0.065375303,139891,104635,"Sandwiches"
"473211","50033061","SUSHI SHOP","MANHATTAN","10010","Japanese",7,"A",FALSE,FALSE,30670,0.711444408,0.059341376,0.149722856,0.048679491,0.030811868,145088,97955,"Asian"
"473212","50033065","CESTRAS PIZZA III","BRONX","10461","Pizza/Italian",7,"A",FALSE,FALSE,51730,0.506069979,0.073168374,0.105026097,0.037212449,0.278523101,67093,52347,"Italian"
"473224","50033076","LA ESQUINA DEL SABOR RESTAURANT","QUEENS","11368","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9,"A",FALSE,FALSE,107962,0.455669587,0.119393861,0.113456587,0.026907616,0.28457235,57070,45964,"Latin/Spanish"
"473232","50033077","BAO BAO CAFE","MANHATTAN","10010","Chinese",15,"Z",FALSE,FALSE,30670,0.711444408,0.059341376,0.149722856,0.048679491,0.030811868,145088,97955,"Chinese"
"473261","50033080","MALAYSIAN KITCHEN","MANHATTAN","10280","Asian",8,"A",FALSE,FALSE,8685,0.696027634,0.008635579,0.230512378,0.042602188,0.022222222,167317,129574,"Asian"
"473275","50033092","QUE KACHE REST CORP","QUEENS","11372","Mexican",65,"Not Yet Graded",FALSE,FALSE,63320,0.615240051,0.022109918,0.18780796,0.031285534,0.143556538,62316,48683,"Latin/Spanish"
"473286","50033098","EMPANADAS","BRONX","10453","Spanish",14,"B",FALSE,FALSE,79793,0.113919767,0.329878561,0.014625343,0.040341885,0.501234444,35381,25470,"Latin/Spanish"
"473291","50033103","JONGRO BBQ","QUEENS","11354","Asian",12,"A",FALSE,FALSE,56258,0.265046749,0.037363575,0.580664083,0.0338263,0.083099293,63705,46566,"Asian"
"473301","50033105","BANGKOK CUISINE","MANHATTAN","10028","Thai",3,"A",FALSE,FALSE,44295,0.890664861,0.015396772,0.06388983,0.01943786,0.010610678,193882,104638,"Asian"
"473307","50033106","EL AUTENTICO","QUEENS","11103","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9,"A",TRUE,FALSE,37745,0.772314214,0.027023447,0.128652802,0.026122665,0.045886872,69034,55129,"Latin/Spanish"
"473316","50033110","39 KARAOKE","BROOKLYN","11232","Chinese",18,"B",TRUE,FALSE,28824,0.401158757,0.060817374,0.143456842,0.04652373,0.348043297,57917,43595,"Chinese"
"473326","50033115","BELLA NAPOLI","BROOKLYN","11204","Pizza/Italian",12,"A",TRUE,FALSE,80963,0.676333634,0.006435038,0.271988439,0.013302373,0.031940516,62859,45472,"Italian"
"473334","50033120","JAYA","MANHATTAN","10013","Asian",9,"A",FALSE,FALSE,26065,0.561212354,0.036063687,0.342106273,0.04331479,0.017302897,207336,83725,"Asian"
"473340","50033122","PARTY WELL REST & ORIENTAL BAKERY","QUEENS","11355","Korean",32,"C",FALSE,FALSE,83221,0.165847563,0.029451701,0.705783396,0.028262097,0.070655243,57510,41884,"Asian"
"473414","50033147","Wen Zhou","QUEENS","11355","Chinese",9,"A",FALSE,FALSE,83221,0.165847563,0.029451701,0.705783396,0.028262097,0.070655243,57510,41884,"Chinese"
"473421","50033149","YEE GARDEN","QUEENS","11379","Chinese",10,"A",FALSE,FALSE,35822,0.862737982,0.015269946,0.083524091,0.008542237,0.029925744,83856,69843,"Chinese"
"473440","50033154","SANDWICH BAR","QUEENS","11367","Sandwiches",17,"Z",FALSE,FALSE,41022,0.565355175,0.094047097,0.226220077,0.036516991,0.07786066,73125,56608,"Sandwiches"
"473463","50033167","LA VILLETTA","MANHATTAN","10022","Italian",25,"Z",FALSE,FALSE,29618,0.852961037,0.020730637,0.097980958,0.013944223,0.014383145,214340,109019,"Italian"
"473483","50033168","SACCO & VANZETTI BISTRO","MANHATTAN","10013","Italian",11,"A",FALSE,FALSE,26065,0.561212354,0.036063687,0.342106273,0.04331479,0.017302897,207336,83725,"Italian"
"473492","50033171","DOS TOROS","MANHATTAN","10017","Mexican",8,"A",FALSE,FALSE,16129,0.766259533,0.023870048,0.183582367,0.018972038,0.007316015,157023,100652,"Latin/Spanish"
"473494","50033176","CAFE EL PORTAL","MANHATTAN","10012","Mexican",2,"Z",FALSE,FALSE,26145,0.753145917,0.022566456,0.165959074,0.029795372,0.02853318,136376,86594,"Latin/Spanish"
"473505","50033181","BEST FUZHOU RESTAURANT","MANHATTAN","10002","Chinese",12,"A",FALSE,FALSE,82191,0.310800453,0.0736942,0.444391722,0.037899527,0.133214099,60347,33218,"Chinese"
"473534","50033183","GEISHA/SING LUCK GARDEN","MANHATTAN","10031","Asian",20,"B",FALSE,FALSE,59092,0.275164151,0.345275164,0.019427334,0.164929263,0.195204089,57606,37655,"Asian"
"473541","50033184","ONLY ONE PLACE","QUEENS","11354","Chinese",10,"A",FALSE,FALSE,56258,0.265046749,0.037363575,0.580664083,0.0338263,0.083099293,63705,46566,"Chinese"
"473545","50033185","BELLA PIZZA","QUEENS","11102","Pizza",9,"A",TRUE,FALSE,34529,0.56474268,0.096556518,0.15812795,0.030438182,0.150134669,67035,49924,"Pizza"
"473547","50033188","WOK N GRILL","BROOKLYN","11223","Chinese",9,"A",FALSE,TRUE,74606,0.664504195,0.039272981,0.236817414,0.017183605,0.042221805,60488,41328,"Chinese"
"473554","50033192","Great Kam Shing Kitchen","BROOKLYN","11210","Chinese",10,"A",FALSE,FALSE,65302,0.334063275,0.576414199,0.034470613,0.016048513,0.0390034,73990,55429,"Chinese"
"473562","50033202","CRISPY CHICKEN RESTAURANT","QUEENS","11428","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11,"A",FALSE,FALSE,20307,0.216132368,0.225685724,0.294036539,0.091495543,0.172649825,81239,69330,"Latin/Spanish"
"473567","50033203","TENDER","MANHATTAN","10036","Steak",12,"A",FALSE,FALSE,23132,0.662848003,0.07980287,0.166565796,0.034713816,0.056069514,106275,66599,"American"
"473581","50033209","Nice China Town","BROOKLYN","11230","Chinese/Japanese",9,"A",FALSE,FALSE,84219,0.716037949,0.080088816,0.124579964,0.014901626,0.064391646,63309,42170,"Chinese"
"473589","50033214","SAINTS ALP TEAHOUSE","MANHATTAN","10003","Japanese",10,"A",FALSE,FALSE,57310,0.775955331,0.041196999,0.134444251,0.029767929,0.018635491,146769,92540,"Asian"
"473621","50033227","ALFREDO'S PIZZERIA","QUEENS","11358","Pizza",11,"A",FALSE,FALSE,38317,0.465720176,0.019286479,0.42320641,0.022078973,0.069707963,83862,65722,"Pizza"
"473624","50033229","SAL'S PIZZERIA","QUEENS","11378","Pizza/Italian",8,"A",FALSE,FALSE,32268,0.785824966,0.016269989,0.096256353,0.012799058,0.088849634,69726,57474,"Italian"
"473643","50033230","SUBWAY","MANHATTAN","10036","Sandwiches/Salads/Mixed Buffet",2,"A",FALSE,FALSE,23132,0.662848003,0.07980287,0.166565796,0.034713816,0.056069514,106275,66599,"Sandwiches"
"473645","50033233","KULU DESSERTS","MANHATTAN","10012","Asian",5,"A",FALSE,FALSE,26145,0.753145917,0.022566456,0.165959074,0.029795372,0.02853318,136376,86594,"Asian"
"473647","50033234","LEE'S KITCHEN","BRONX","10467","Chinese",17,"B",TRUE,FALSE,98754,0.186635478,0.384814792,0.061101322,0.042823582,0.324624825,47694,36048,"Chinese"
"473654","50033235","OUR NEIGHBOURHOOD SPANISH RESTAURANT","BROOKLYN","11212","Spanish",14,"B",FALSE,FALSE,84520,0.04493611,0.865558448,0.009678183,0.011890677,0.067936583,39952,28348,"Latin/Spanish"
"473677","50033239","VILLA MAR RESTAURANT","QUEENS","11432","Spanish",10,"A",FALSE,FALSE,61687,0.227487153,0.164313389,0.379415436,0.055311492,0.173472531,67975,50450,"Latin/Spanish"
"473694","50033254","XO","QUEENS","11358","Asian",10,"A",FALSE,FALSE,38317,0.465720176,0.019286479,0.42320641,0.022078973,0.069707963,83862,65722,"Asian"
"473704","50033264","SPICE SAIGON","MANHATTAN","10065","Thai",22,"B",FALSE,FALSE,32797,0.86337165,0.026984175,0.085952984,0.016830808,0.006860384,214581,115519,"Asian"
"473714","50033265","KAI YING CHINESE RESTAURANT","QUEENS","11356","Chinese",2,"A",FALSE,FALSE,23037,0.398315753,0.025871424,0.29057603,0.017754048,0.267482745,75087,58465,"Chinese"
"473725","50033270","EL RINCON DEL SABOR LATINO","MANHATTAN","10036","Spanish",9,"A",FALSE,TRUE,23132,0.662848003,0.07980287,0.166565796,0.034713816,0.056069514,106275,66599,"Latin/Spanish"
"473733","50033271","SUBROSA","MANHATTAN","10014","Spanish",12,"A",FALSE,FALSE,30597,0.878877014,0.020819035,0.061901494,0.023662451,0.014740007,170750,108483,"Latin/Spanish"
"473746","50033274","PIZZA PARTY","BROOKLYN","11237","Pizza",9,"Z",FALSE,FALSE,55478,0.403511302,0.144543783,0.066801255,0.024478172,0.360665489,53955,40372,"Pizza"
"473758","50033279","MCDONALD'S","MANHATTAN","10002","Hamburgers",12,"A",FALSE,FALSE,82191,0.310800453,0.0736942,0.444391722,0.037899527,0.133214099,60347,33218,"American"
"473761","50033281","LINCOLN SQUARE STEAK","MANHATTAN","10023","Steak",9,"A",FALSE,FALSE,61315,0.826518796,0.034151513,0.102797032,0.02454538,0.011987279,183329,103534,"American"
"473768","50033283","MAIELLA","QUEENS","11109","Italian",10,"A",FALSE,FALSE,3524,0.72985244,0.026674234,0.187287174,0.044267877,0.011918275,157687,125871,"Italian"
"473779","50033292","COSTAS","MANHATTAN","10001","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2,"A",FALSE,FALSE,21966,0.63475371,0.107575344,0.175452973,0.049075844,0.033142129,157557,81671,"Latin/Spanish"
"473781","50033295","Bread Brothers Bagel cafe","BROOKLYN","11211","Delicatessen",9,"A",FALSE,FALSE,93271,0.825497743,0.045930675,0.035777466,0.02009199,0.072702126,70753,46848,"Sandwiches"
"473785","50033302","SUGAR SUGAR DESSERT","QUEENS","11354","Chinese",4,"A",FALSE,FALSE,56258,0.265046749,0.037363575,0.580664083,0.0338263,0.083099293,63705,46566,"Chinese"
"473789","50033304","ASTORIA PIZZA","QUEENS","11102","Pizza",19,"B",FALSE,FALSE,34529,0.56474268,0.096556518,0.15812795,0.030438182,0.150134669,67035,49924,"Pizza"
"473796","50033308","OMIYA SUSHI","BROOKLYN","11209","Japanese",5,"A",TRUE,FALSE,72623,0.771188191,0.023312174,0.125814136,0.023835424,0.055850075,82258,58261,"Asian"
"473807","50033310","OXIDO","MANHATTAN","10010","Mexican",7,"A",FALSE,FALSE,30670,0.711444408,0.059341376,0.149722856,0.048679491,0.030811868,145088,97955,"Latin/Spanish"
"473825","50033319","LOPEZ BAR RESTAURANT CORP","BROOKLYN","11207","Spanish",12,"A",FALSE,FALSE,92491,0.143116628,0.666053994,0.01137408,0.018185553,0.161269745,45365,32945,"Latin/Spanish"
"473848","50033322","RHONG -TIAM ON 39 LEX","MANHATTAN","10016","Thai",12,"A",FALSE,FALSE,51196,0.748906165,0.032912728,0.155480897,0.023380733,0.039319478,155107,105324,"Asian"
"473858","50033323","SPICE","QUEENS","11418","Caribbean",12,"A",FALSE,FALSE,36828,0.384815901,0.081106767,0.248642337,0.058352341,0.227082655,71669,60691,"Latin/Spanish"
"473869","50033327","LUCKY CORNAGA CHINESE RESTAURANT","QUEENS","11691","Chinese",12,"A",FALSE,FALSE,61091,0.36684618,0.489646593,0.026910674,0.026010378,0.090586175,56640,39409,"Chinese"
"473874","50033332","PANDA","BROOKLYN","11209","Chinese",12,"A",FALSE,FALSE,72623,0.771188191,0.023312174,0.125814136,0.023835424,0.055850075,82258,58261,"Chinese"
"473887","50033339","BITE Of HONG KONG","MANHATTAN","10002","Chinese",3,"A",FALSE,FALSE,82191,0.310800453,0.0736942,0.444391722,0.037899527,0.133214099,60347,33218,"Chinese"
"473900","50033345","YUMMY CHINESE KITCHEN","BRONX","10473","Chinese",7,"A",FALSE,FALSE,58660,0.224309581,0.385969997,0.020866008,0.025605182,0.343249233,52054,35866,"Chinese"
"473907","50033348","HING WONG CHINESE RESTAURANT","BRONX","10453","Chinese",19,"B",FALSE,FALSE,79793,0.113919767,0.329878561,0.014625343,0.040341885,0.501234444,35381,25470,"Chinese"
"473916","50033351","CHUNG CHING CHINESE RESTAURANT","BRONX","10454","Chinese",12,"A",FALSE,FALSE,38089,0.326130904,0.337656541,0.012838352,0.024784058,0.298590144,31814,20232,"Chinese"
"473924","50033352","NEW CHINA GARDEN","QUEENS","11365","Chinese",9,"A",TRUE,FALSE,41924,0.37610915,0.056793245,0.450982731,0.030793817,0.085321057,71148,55492,"Chinese"
"473939","50033361","KOTTU HOUSE","MANHATTAN","10002","Asian",7,"A",FALSE,FALSE,82191,0.310800453,0.0736942,0.444391722,0.037899527,0.133214099,60347,33218,"Asian"
"473944","50033362","BISTRO FARE","BROOKLYN","11235","Sandwiches/Salads/Mixed Buffet",12,"A",TRUE,FALSE,74630,0.812555273,0.029974541,0.127066863,0.014457993,0.01594533,64292,41639,"Sandwiches"
"474019","50033400","PALACE ON FULTON","BROOKLYN","11233","Pizza",10,"A",FALSE,FALSE,68599,0.043717838,0.845959854,0.013250922,0.018119798,0.078951588,49669,34492,"Pizza"
"474021","50033403","GUIZHOU MIAOJIA NOODLES","QUEENS","11354","Chinese",7,"A",FALSE,FALSE,56258,0.265046749,0.037363575,0.580664083,0.0338263,0.083099293,63705,46566,"Chinese"
"474026","50033407","PANADERIA DEL CIELO BAKERY","BRONX","10474","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6,"A",FALSE,FALSE,12519,0.310088665,0.328061347,0.003594536,0.038261842,0.31999361,33007,25676,"Latin/Spanish"
"474033","50033408","BELITA'S HOMESTYLE COOKING","QUEENS","11420","Spanish",20,"B",FALSE,FALSE,48449,0.16617474,0.282523891,0.184730335,0.064645297,0.301925736,77629,59832,"Latin/Spanish"
"474044","50033431","LEBRON RESTAURANT","BROOKLYN","11212","Spanish",23,"B",FALSE,FALSE,84520,0.04493611,0.865558448,0.009678183,0.011890677,0.067936583,39952,28348,"Latin/Spanish"
"474079","50033436","LA PARADA EXPRESS RESTAURANT","BROOKLYN","11215","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,"A",FALSE,FALSE,68891,0.740836974,0.047785632,0.074683195,0.049309779,0.087384419,132302,95654,"Latin/Spanish"
"474102","50033440","5 DOLLAR SPECIALS ALL DAY","QUEENS","11411","Caribbean",48,"C",FALSE,TRUE,18722,0.032475163,0.916088025,0.018213866,0.018694584,0.014528362,93660,83099,"Latin/Spanish"
"474115","50033445","CARIBBEAN CUISINE AND ROTI","QUEENS","11432","Caribbean",27,"Z",FALSE,FALSE,61687,0.227487153,0.164313389,0.379415436,0.055311492,0.173472531,67975,50450,"Latin/Spanish"
"474127","50033451","INDUSTRY KITCHEN","MANHATTAN","10005","Italian",12,"A",FALSE,FALSE,6822,0.744209909,0.015244796,0.211228379,0.016564057,0.012752858,178458,124670,"Italian"
"474130","50033454","TROPICAL PARADISE RESTAURANT AND BAKERY","BROOKLYN","11203","Caribbean",11,"A",TRUE,FALSE,79572,0.041848892,0.90419997,0.01276831,0.014565425,0.026617403,61959,48400,"Latin/Spanish"
"474139","50033457","CORONA FIESTA LATINA","QUEENS","11368","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,"A",FALSE,FALSE,107962,0.455669587,0.119393861,0.113456587,0.026907616,0.28457235,57070,45964,"Latin/Spanish"
"474176","50033472","MY PIZZA","BRONX","10453","Pizza",15,"Z",FALSE,FALSE,79793,0.113919767,0.329878561,0.014625343,0.040341885,0.501234444,35381,25470,"Pizza"
"474195","50033476","CHIENG GARDEN KITCHEN","STATEN ISLAND","10304","Chinese",17,"B",FALSE,FALSE,43084,0.475234426,0.291686009,0.108439328,0.029802247,0.094837991,77659,53168,"Chinese"
"474203","50033478","FRESCOS PIZZERIA","MANHATTAN","10033","Pizza",10,"A",FALSE,FALSE,58710,0.411003236,0.090172032,0.027201499,0.04184977,0.429773463,62147,41556,"Pizza"
"474214","50033484","TULCINGO RESTAURANT","QUEENS","11372","Mexican",12,"A",FALSE,FALSE,63320,0.615240051,0.022109918,0.18780796,0.031285534,0.143556538,62316,48683,"Latin/Spanish"
"474275","50033498","PRIMA PIZZA","QUEENS","11421","Pizza/Italian",12,"A",FALSE,FALSE,42588,0.447520428,0.065652296,0.166619705,0.044754391,0.275453179,76733,60897,"Italian"
"474296","50033506","AL SEABU","BROOKLYN","11215","Asian",7,"A",FALSE,FALSE,68891,0.740836974,0.047785632,0.074683195,0.049309779,0.087384419,132302,95654,"Asian"
"474314","50033514","FAMILY FIRST DELI GROCERY","MANHATTAN","10027","Delicatessen",12,"A",TRUE,FALSE,62617,0.284619193,0.419630452,0.090406759,0.041154958,0.164188639,67382,37872,"Sandwiches"
"474343","50033515","PATRON MEXICAN RESTAURANT","BRONX","10455","Mexican",12,"A",FALSE,FALSE,38576,0.180397138,0.320613853,0.002799668,0.03007051,0.46611883,32350,22609,"Latin/Spanish"
"474374","50033519","DOUBLE FIRE GOURMET","BROOKLYN","11214","Chinese",12,"A",FALSE,FALSE,83156,0.570229448,0.010378085,0.339530521,0.010101496,0.06976045,59810,43398,"Chinese"
"474382","50033520","CHECKERS","BROOKLYN","11203","Hamburgers",10,"A",FALSE,FALSE,79572,0.041848892,0.90419997,0.01276831,0.014565425,0.026617403,61959,48400,"American"
"474388","50033521","CHECKERS","BROOKLYN","11216","Hamburgers",4,"A",FALSE,FALSE,53783,0.158154064,0.735399662,0.040923712,0.02603053,0.039492033,61139,43996,"American"
"474396","50033523","SUCCESS CHINESE FOOD","QUEENS","11434","Chinese",7,"A",FALSE,FALSE,62809,0.030170835,0.875575156,0.01028515,0.017975131,0.065993727,70618,59229,"Chinese"
"474410","50033540","EMPIRE EAST PAN ASIAN BISTRO","STATEN ISLAND","10314","Asian",2,"A",FALSE,FALSE,87276,0.774840735,0.042611944,0.13909895,0.011721435,0.031726935,91434,77242,"Asian"
"474426","50033547","ARCO JAPANESE  & THAI CUISINE","MANHATTAN","10016","Japanese",5,"A",FALSE,FALSE,51196,0.748906165,0.032912728,0.155480897,0.023380733,0.039319478,155107,105324,"Asian"
"474434","50033549","UNCLE MIKE'S CAFE","MANHATTAN","10013","Italian",13,"A",TRUE,FALSE,26065,0.561212354,0.036063687,0.342106273,0.04331479,0.017302897,207336,83725,"Italian"
"474437","50033552","YUZU","MANHATTAN","10027","Japanese",8,"A",FALSE,FALSE,62617,0.284619193,0.419630452,0.090406759,0.041154958,0.164188639,67382,37872,"Asian"
"474441","50033559","VARADERO","MANHATTAN","10003","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,"A",FALSE,FALSE,57310,0.775955331,0.041196999,0.134444251,0.029767929,0.018635491,146769,92540,"Latin/Spanish"
"474457","50033560","MEI'S COFFEE & BAKERY","MANHATTAN","10002","Chinese",12,"A",FALSE,FALSE,82191,0.310800453,0.0736942,0.444391722,0.037899527,0.133214099,60347,33218,"Chinese"
"474488","50033580","YARDIES JERK","QUEENS","11412","Caribbean",11,"A",FALSE,FALSE,37176,0.023079406,0.882612438,0.023805681,0.024047773,0.046454702,80374,70672,"Latin/Spanish"
"474520","50033612","ACADEMIA BARILLA RESTAURANT","MANHATTAN","10018","Italian",4,"A",FALSE,FALSE,7021,0.587523145,0.066229882,0.255234297,0.025637374,0.065375303,139891,104635,"Italian"
"474539","50033658","PEKING CHINESE RESTAURANT","QUEENS","11428","Chinese",9,"A",FALSE,FALSE,20307,0.216132368,0.225685724,0.294036539,0.091495543,0.172649825,81239,69330,"Chinese"
"474544","50033659","NEW CREAT TAYSTEE GARDENS","QUEENS","11415","Chinese",9,"A",FALSE,FALSE,19145,0.601619222,0.085818752,0.163802559,0.021728911,0.127030556,78864,63549,"Chinese"
"474547","50033660","RUSTY'S FLAVOR","MANHATTAN","10030","Caribbean",10,"A",FALSE,FALSE,28472,0.151060691,0.677121382,0.034981736,0.087454341,0.049381849,53814,31925,"Latin/Spanish"
"474549","50033662","DON CHINGON","BROOKLYN","11217","Mexican",8,"A",FALSE,FALSE,38787,0.548379612,0.208471911,0.065588986,0.043803336,0.133756155,117480,81862,"Latin/Spanish"
"474551","50033665","ABBA BAR AND GRILL","BROOKLYN","11211","Tapas",10,"A",FALSE,FALSE,93271,0.825497743,0.045930675,0.035777466,0.02009199,0.072702126,70753,46848,"Latin/Spanish"
"474559","50033667","K & E FAST FOOD","BROOKLYN","11224","Spanish",12,"A",FALSE,FALSE,42535,0.585235688,0.244951217,0.089925943,0.021840837,0.058046315,46350,27481,"Latin/Spanish"
"474568","50033670","TASCHA CHINO","MANHATTAN","10003","Spanish",7,"A",FALSE,FALSE,57310,0.775955331,0.041196999,0.134444251,0.029767929,0.018635491,146769,92540,"Latin/Spanish"
"474572","50033675","SMILE RESTAURANT","BRONX","10467","Chinese",2,"A",FALSE,FALSE,98754,0.186635478,0.384814792,0.061101322,0.042823582,0.324624825,47694,36048,"Chinese"
