"","camis","dba","boro","zipcode","cuisine_description","score","grade","rodent_list","roach_list","total.list","white.list","black.list","asian.list","multi.list","other.list","mean_income.list","median_income.list","cuisine_group_factor"
"23","30112340","WENDY'S","BROOKLYN","11225","Hamburgers",12,"A",FALSE,FALSE,59182,0.177672265,0.73441249,0.022287182,0.011625156,0.054002906,56892,42922,"American"
"83","40356483","WILKEN'S FINE FOOD","BROOKLYN","11234","Delicatessen",9,"A",FALSE,FALSE,94259,0.462024846,0.452731304,0.04102526,0.014311631,0.029906958,84530,68431,"Sandwiches"
"155","40358429","MAY MAY KITCHEN","BROOKLYN","11208","Chinese",10,"A",FALSE,TRUE,93107,0.330254438,0.519885723,0.047923357,0.016615292,0.08532119,45630,35079,"Chinese"
"351","40361618","SAL'S DELI","QUEENS","11356","Delicatessen",6,"A",FALSE,FALSE,23037,0.398315753,0.025871424,0.29057603,0.017754048,0.267482745,75087,58465,"Sandwiches"
"364","40361708","BULLY'S DELI","MANHATTAN","10003","Delicatessen",13,"A",FALSE,FALSE,57310,0.775955331,0.041196999,0.134444251,0.029767929,0.018635491,146769,92540,"Sandwiches"
"380","40361998","STEVE CHU'S DELI & GROCERY","QUEENS","11106","Delicatessen",2,"A",FALSE,FALSE,36869,0.607936207,0.083050801,0.165477773,0.031516993,0.112018227,65573,48720,"Sandwiches"
"469","40362432","HO MEI RESTAURANT","QUEENS","11368","Chinese",12,"A",TRUE,FALSE,107962,0.455669587,0.119393861,0.113456587,0.026907616,0.28457235,57070,45964,"Chinese"
"528","40362869","SHASHEMENE INT'L RESTAURA","BROOKLYN","11203","Caribbean",7,"A",FALSE,FALSE,79572,0.041848892,0.90419997,0.01276831,0.014565425,0.026617403,61959,48400,"Latin/Spanish"
"575","40363151","OLIVE'S","MANHATTAN","10012","Sandwiches/Salads/Mixed Buffet",5,"A",FALSE,FALSE,26145,0.753145917,0.022566456,0.165959074,0.029795372,0.02853318,136376,86594,"Sandwiches"
"598","40363289","HAPPY GARDEN","BRONX","10474","Chinese",6,"A",TRUE,FALSE,12519,0.310088665,0.328061347,0.003594536,0.038261842,0.31999361,33007,25676,"Chinese"
"629","40363333","TONY'S DELI","QUEENS","11385","Delicatessen",11,"A",TRUE,FALSE,99379,0.818009841,0.019843226,0.068767043,0.01860554,0.074774349,64260,50799,"Sandwiches"
"654","40363426","LEXLER DELI","MANHATTAN","10174","Sandwiches/Salads/Mixed Buffet",12,"A",FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,"Sandwiches"
"665","40363427","BAGELS N BUNS","STATEN ISLAND","10314","Delicatessen",11,"A",FALSE,FALSE,87276,0.774840735,0.042611944,0.13909895,0.011721435,0.031726935,91434,77242,"Sandwiches"
"770","40363644","DOMINO'S ","MANHATTAN","10016","Pizza",2,"A",FALSE,FALSE,51196,0.748906165,0.032912728,0.155480897,0.023380733,0.039319478,155107,105324,"Pizza"
"810","40363920","NEW GOLDEN BILLION","BROOKLYN","11212","Chinese",8,"A",FALSE,FALSE,84520,0.04493611,0.865558448,0.009678183,0.011890677,0.067936583,39952,28348,"Chinese"
"824","40363945","DOMINO'S","MANHATTAN","10023","Pizza",2,"A",FALSE,FALSE,61315,0.826518796,0.034151513,0.102797032,0.02454538,0.011987279,183329,103534,"Pizza"
"931","40364286","PLAZA BAGELS & DELI","STATEN ISLAND","10306","Delicatessen",13,"A",FALSE,FALSE,55902,0.879288755,0.030821795,0.053808451,0.011842152,0.024238847,93591,75807,"Sandwiches"
"949","40364296","HAPPY GARDEN","BRONX","10458","Chinese",12,"A",FALSE,FALSE,74859,0.208418493,0.220267436,0.035894148,0.040916924,0.494502999,39384,24618,"Chinese"
"975","40364299","B & M HOT BAGEL & GROCERY","STATEN ISLAND","10308","Delicatessen",8,"A",FALSE,FALSE,28939,0.956183697,0.00158955,0.031065344,0.004975984,0.006185425,105080,88075,"Sandwiches"
"1038","40364305","PHILADELHIA GRILLE EXPRESS","BROOKLYN","11209","Italian",9,"A",FALSE,FALSE,72623,0.771188191,0.023312174,0.125814136,0.023835424,0.055850075,82258,58261,"Italian"
"1053","40364335","PETER LUGER STEAKHOUSE","BROOKLYN","11211","Steak",11,"A",TRUE,FALSE,93271,0.825497743,0.045930675,0.035777466,0.02009199,0.072702126,70753,46848,"American"
"1161","40364373","ISLE OF CAPRI RESTURANT","MANHATTAN","10065","Italian",13,"A",TRUE,FALSE,32797,0.86337165,0.026984175,0.085952984,0.016830808,0.006860384,214581,115519,"Italian"
"1218","40364439","SEVILLA RESTAURANT","MANHATTAN","10014","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11,"A",FALSE,TRUE,30597,0.878877014,0.020819035,0.061901494,0.023662451,0.014740007,170750,108483,"Latin/Spanish"
"1383","40364572","DONOHUE'S STEAK HOUSE","MANHATTAN","10065","Steak",9,"A",FALSE,FALSE,32797,0.86337165,0.026984175,0.085952984,0.016830808,0.006860384,214581,115519,"American"
"1485","40364668","MARCHIS RESTAURANT","MANHATTAN","10016","Italian",10,"A",FALSE,FALSE,51196,0.748906165,0.032912728,0.155480897,0.023380733,0.039319478,155107,105324,"Italian"
"1589","40364744","NEW PARK PIZZERIA & RESTAURANT","QUEENS","11414","Pizza/Italian",10,"A",FALSE,FALSE,28094,0.842065922,0.040471275,0.024773973,0.037801666,0.054887165,84024,66790,"Italian"
"1648","40364920","RIZZO'S FINE PIZZA","QUEENS","11103","Pizza",11,"A",FALSE,FALSE,37745,0.772314214,0.027023447,0.128652802,0.026122665,0.045886872,69034,55129,"Pizza"
"1695","40365013","CRYSTAL ROOM","STATEN ISLAND","10305","Italian",2,"A",FALSE,FALSE,42006,0.773746608,0.04187497,0.123339523,0.018164072,0.042874827,83935,70758,"Italian"
"1768","40365098","FORLINIS RESTAURANT","MANHATTAN","10013","Italian",13,"A",TRUE,FALSE,26065,0.561212354,0.036063687,0.342106273,0.04331479,0.017302897,207336,83725,"Italian"
"1912","40365280","COMO PIZZA","MANHATTAN","10032","Pizza",6,"A",FALSE,FALSE,59374,0.285158487,0.226395392,0.029709974,0.062333681,0.396402466,49378,34568,"Pizza"
"1948","40365293","ANGELO OF MULBERRY ST.","MANHATTAN","10013","Italian",9,"A",FALSE,FALSE,26065,0.561212354,0.036063687,0.342106273,0.04331479,0.017302897,207336,83725,"Italian"
"1967","40365348","PANCHITO'S","MANHATTAN","10012","Mexican",12,"A",FALSE,FALSE,26145,0.753145917,0.022566456,0.165959074,0.029795372,0.02853318,136376,86594,"Latin/Spanish"
"1991","40365355","NEW CORNER","BROOKLYN","11228","Italian",11,"A",FALSE,FALSE,43929,0.686266475,0.012907191,0.257460903,0.007193426,0.036172005,83920,61893,"Italian"
"2065","40365387","ARTURO'S","MANHATTAN","10012","Italian",12,"A",FALSE,FALSE,26145,0.753145917,0.022566456,0.165959074,0.029795372,0.02853318,136376,86594,"Italian"
"2118","40365454","JOE & PAT'S PIZZERIA","STATEN ISLAND","10314","Pizza/Italian",21,"B",FALSE,FALSE,87276,0.774840735,0.042611944,0.13909895,0.011721435,0.031726935,91434,77242,"Italian"
"2153","40365472","SPAIN RESTAURANT & BAR","MANHATTAN","10011","Spanish",9,"A",TRUE,FALSE,52167,0.779860832,0.041213794,0.097341231,0.043418253,0.03816589,191483,104238,"Latin/Spanish"
"2282","40365577","V & T RESTAURANT","MANHATTAN","10025","Italian",9,"A",FALSE,FALSE,97390,0.657213266,0.153794024,0.093284731,0.031009344,0.064698634,119878,68516,"Italian"
"2308","40365592","KING YUM RESTAURANT","QUEENS","11366","Chinese",10,"A",TRUE,FALSE,13499,0.49825913,0.067412401,0.369508853,0.040743759,0.024075857,90718,71350,"Chinese"
"2391","40365632","J&V FAMOUS PIZZA","BROOKLYN","11204","Pizza",12,"A",FALSE,FALSE,80963,0.676333634,0.006435038,0.271988439,0.013302373,0.031940516,62859,45472,"Pizza"
"2425","40365709","IL VAGABONDO RESTAURANT","MANHATTAN","10065","Italian",13,"A",FALSE,FALSE,32797,0.86337165,0.026984175,0.085952984,0.016830808,0.006860384,214581,115519,"Italian"
"2468","40365726","BARBETTA RESTAURANT","MANHATTAN","10036","Italian",6,"A",FALSE,FALSE,23132,0.662848003,0.07980287,0.166565796,0.034713816,0.056069514,106275,66599,"Italian"
"2487","40365784","GARGIULO'S RESTAURANT","BROOKLYN","11224","Italian",7,"A",FALSE,FALSE,42535,0.585235688,0.244951217,0.089925943,0.021840837,0.058046315,46350,27481,"Italian"
"2512","40365789","PATSY'S ITALIAN RESTAURANT","MANHATTAN","10019","Italian",13,"A",FALSE,FALSE,38394,0.726181174,0.065765484,0.134005313,0.026332239,0.047715789,135288,84424,"Italian"
"2538","40365841","PARKSIDE RESTAURANT","QUEENS","11368","Italian",13,"A",FALSE,FALSE,107962,0.455669587,0.119393861,0.113456587,0.026907616,0.28457235,57070,45964,"Italian"
"2581","40365882","NEW YORK PIZZA SUPREMA","MANHATTAN","10001","Pizza",5,"A",FALSE,FALSE,21966,0.63475371,0.107575344,0.175452973,0.049075844,0.033142129,157557,81671,"Pizza"
"2707","40365942","HOP KEE RESTAURANT","MANHATTAN","10013","Chinese",8,"A",FALSE,FALSE,26065,0.561212354,0.036063687,0.342106273,0.04331479,0.017302897,207336,83725,"Chinese"
"2815","40366002","MARGHERITA PIZZA","QUEENS","11432","Pizza",9,"A",FALSE,FALSE,61687,0.227487153,0.164313389,0.379415436,0.055311492,0.173472531,67975,50450,"Pizza"
"2878","40366132","DENINO'S PIZZERIA TAVERN","STATEN ISLAND","10302","Pizza/Italian",12,"A",FALSE,FALSE,16811,0.612634584,0.203438225,0.065492832,0.029563976,0.088870382,70132,56841,"Italian"
"2893","40366154","MICHAEL'S RESTAURANT","BROOKLYN","11229","Italian",13,"A",FALSE,FALSE,81030,0.723300012,0.041219301,0.203665309,0.010267802,0.021547575,67981,51725,"Italian"
"2932","40366157","NANNI RESTAURANT","MANHATTAN","10017","Italian",11,"Z",FALSE,TRUE,16129,0.766259533,0.023870048,0.183582367,0.018972038,0.007316015,157023,100652,"Italian"
"3037","40366230","DON PEPPE","QUEENS","11420","Italian",3,"A",FALSE,FALSE,48449,0.16617474,0.282523891,0.184730335,0.064645297,0.301925736,77629,59832,"Italian"
"3281","40366543","JARDIN DE CHINA REST","QUEENS","11368","Chinese",19,"Z",FALSE,FALSE,107962,0.455669587,0.119393861,0.113456587,0.026907616,0.28457235,57070,45964,"Chinese"
"3473","40366652","FASCATI'S PIZZERIA","BROOKLYN","11201","Pizza/Italian",12,"A",FALSE,FALSE,54668,0.663678935,0.128320041,0.090034389,0.05054145,0.067425185,151188,95369,"Italian"
"3573","40366716","SHUN LEE PALACE RESTAURANT","MANHATTAN","10022","Chinese",13,"A",FALSE,FALSE,29618,0.852961037,0.020730637,0.097980958,0.013944223,0.014383145,214340,109019,"Chinese"
"3647","40366812","CARA MIA","QUEENS","11427","Italian",13,"A",TRUE,FALSE,24877,0.272339912,0.246171162,0.352333481,0.045905857,0.083249588,85446,70108,"Italian"
"3695","40366879","LA FUSTA RESTAURANT","QUEENS","11373","Spanish",11,"A",FALSE,FALSE,99159,0.398118174,0.019796488,0.488094878,0.021188193,0.072802267,62530,47667,"Latin/Spanish"
"3870","40366987","EL CHARRO ESPANOL","MANHATTAN","10014","Spanish",11,"A",FALSE,FALSE,30597,0.878877014,0.020819035,0.061901494,0.023662451,0.014740007,170750,108483,"Latin/Spanish"
"3900","40367005","DA VINCI PIZZA","BROOKLYN","11204","Pizza/Italian",2,"A",FALSE,FALSE,80963,0.676333634,0.006435038,0.271988439,0.013302373,0.031940516,62859,45472,"Italian"
"3924","40367038","MEXICO LINDO RESTAURANT","MANHATTAN","10010","Mexican",5,"A",FALSE,FALSE,30670,0.711444408,0.059341376,0.149722856,0.048679491,0.030811868,145088,97955,"Latin/Spanish"
"4098","40367278","JACK'S PIZZA & PASTA","QUEENS","11360","Pizza/Italian",13,"A",FALSE,FALSE,19865,0.6537629,0.010521017,0.255474453,0.025069217,0.055172414,95613,76183,"Italian"
"4212","40367407","JOHN'S RESTAURANT","MANHATTAN","10003","Italian",4,"A",FALSE,FALSE,57310,0.775955331,0.041196999,0.134444251,0.029767929,0.018635491,146769,92540,"Italian"
"4348","40367540","PICCOLA VENEZIA","QUEENS","11103","Italian",16,"B",FALSE,FALSE,37745,0.772314214,0.027023447,0.128652802,0.026122665,0.045886872,69034,55129,"Italian"
"4390","40367570","NI-NI'S CAFE","STATEN ISLAND","10306","Italian",4,"A",FALSE,FALSE,55902,0.879288755,0.030821795,0.053808451,0.011842152,0.024238847,93591,75807,"Italian"
"4446","40367728","MIMIS RESTAURANT & BAR","MANHATTAN","10022","Italian",12,"A",FALSE,FALSE,29618,0.852961037,0.020730637,0.097980958,0.013944223,0.014383145,214340,109019,"Italian"
"4534","40367789","DANI PIZZA AND RESTAURANT","QUEENS","11415","Pizza",11,"A",FALSE,FALSE,19145,0.601619222,0.085818752,0.163802559,0.021728911,0.127030556,78864,63549,"Pizza"
"4559","40367790","MCDONALD'S","BROOKLYN","11226","Hamburgers",13,"A",FALSE,FALSE,98325,0.095601322,0.76058988,0.032972286,0.023574879,0.087261632,54348,40734,"American"
"4580","40367829","MCDONALD'S","QUEENS","11416","Hamburgers",12,"A",FALSE,FALSE,25950,0.263737958,0.066127168,0.370712909,0.073217726,0.226204239,71675,56724,"American"
"4615","40367841","FIORELLOS","MANHATTAN","10023","Italian",2,"A",FALSE,FALSE,61315,0.826518796,0.034151513,0.102797032,0.02454538,0.011987279,183329,103534,"Italian"
"4626","40367860","LB SPUMONI GARDENS","BROOKLYN","11223","Pizza/Italian",11,"A",FALSE,FALSE,74606,0.664504195,0.039272981,0.236817414,0.017183605,0.042221805,60488,41328,"Italian"
"4679","40367870","AMORE PIZZERIA & RESTAURANT","QUEENS","11354","Pizza/Italian",10,"A",FALSE,FALSE,56258,0.265046749,0.037363575,0.580664083,0.0338263,0.083099293,63705,46566,"Italian"
"4735","40368034","ROADHOUSE RESTAURANT","STATEN ISLAND","10301","Italian",4,"A",FALSE,FALSE,38885,0.605657709,0.241095538,0.053311045,0.032274656,0.067661052,75422,56848,"Italian"
"4943","40368346","DA SILVANO RESTAURANT","MANHATTAN","10014","Italian",7,"A",FALSE,FALSE,30597,0.878877014,0.020819035,0.061901494,0.023662451,0.014740007,170750,108483,"Italian"
"5030","40368526","FROST RESTAURANT","BROOKLYN","11211","Italian",8,"A",FALSE,FALSE,93271,0.825497743,0.045930675,0.035777466,0.02009199,0.072702126,70753,46848,"Italian"
"5058","40368552","SAMMY'S STEAKHOUSE","MANHATTAN","10002","Steak",12,"A",FALSE,FALSE,82191,0.310800453,0.0736942,0.444391722,0.037899527,0.133214099,60347,33218,"American"
"5081","40368555","IL CORTILE RESTAURANT","MANHATTAN","10013","Italian",9,"A",FALSE,FALSE,26065,0.561212354,0.036063687,0.342106273,0.04331479,0.017302897,207336,83725,"Italian"
"5174","40368725","CAFE RIAZOR","MANHATTAN","10011","Spanish",5,"A",FALSE,TRUE,52167,0.779860832,0.041213794,0.097341231,0.043418253,0.03816589,191483,104238,"Latin/Spanish"
"5244","40368801","MARBELLA RESTAURANT","QUEENS","11361","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11,"A",FALSE,FALSE,30597,0.534823676,0.024937085,0.336176749,0.036637579,0.067424911,89065,75335,"Latin/Spanish"
"5308","40368897","HATSUHANA RESTAURANT","MANHATTAN","10017","Japanese",13,"A",FALSE,FALSE,16129,0.766259533,0.023870048,0.183582367,0.018972038,0.007316015,157023,100652,"Asian"
"5357","40369012","VALENTINO'S PIZZA","QUEENS","11367","Pizza/Italian",43,"Z",FALSE,TRUE,41022,0.565355175,0.094047097,0.226220077,0.036516991,0.07786066,73125,56608,"Italian"
"5466","40369097","NADA-SUSHI","MANHATTAN","10022","Japanese",18,"B",FALSE,FALSE,29618,0.852961037,0.020730637,0.097980958,0.013944223,0.014383145,214340,109019,"Asian"
"5634","40369262","JOHN'S PIZZERIA","QUEENS","11373","Pizza",7,"A",FALSE,FALSE,99159,0.398118174,0.019796488,0.488094878,0.021188193,0.072802267,62530,47667,"Pizza"
"5831","40369482","ARMANDO'S PIZZA","BROOKLYN","11239","Pizza",2,"A",FALSE,FALSE,12879,0.352589487,0.514403292,0.038512307,0.017703238,0.076791676,36453,26275,"Pizza"
"5846","40369495","DAN TEMPURA","MANHATTAN","10023","Japanese",5,"A",FALSE,FALSE,61315,0.826518796,0.034151513,0.102797032,0.02454538,0.011987279,183329,103534,"Asian"
"5895","40369535","MCDONALD'S","BROOKLYN","11201","Hamburgers",12,"A",FALSE,FALSE,54668,0.663678935,0.128320041,0.090034389,0.05054145,0.067425185,151188,95369,"American"
"5907","40369580","EL POTE ESPANOL","MANHATTAN","10016","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,"A",TRUE,FALSE,51196,0.748906165,0.032912728,0.155480897,0.023380733,0.039319478,155107,105324,"Latin/Spanish"
"6046","40369667","WHITE CASTLE","BROOKLYN","11213","Hamburgers",13,"A",FALSE,FALSE,62059,0.201034499,0.693549687,0.015581946,0.016000902,0.073832965,46913,34794,"American"
"6055","40369669","WHITE CASTLE","BRONX","10467","Hamburgers",11,"A",FALSE,FALSE,98754,0.186635478,0.384814792,0.061101322,0.042823582,0.324624825,47694,36048,"American"
"6066","40369675","WHITE CASTLE","QUEENS","11104","Hamburgers",2,"A",FALSE,FALSE,25729,0.623848576,0.012825994,0.286486066,0.031909518,0.044929846,69522,56059,"American"
"6072","40369676","WHITE CASTLE","BROOKLYN","11219","Hamburgers",8,"A",FALSE,FALSE,96971,0.651246249,0.012044838,0.264243949,0.005609925,0.066855039,50967,34316,"American"
"6078","40369716","FERDINANDO'S RESTAURANT","BROOKLYN","11231","Italian",7,"A",FALSE,FALSE,34137,0.644989308,0.124000352,0.055599496,0.040513226,0.134897618,109631,78174,"Italian"
"6085","40369724","MCDONALD'S","QUEENS","11375","Hamburgers",4,"A",FALSE,FALSE,69757,0.651117451,0.028713964,0.247932107,0.024886391,0.047350087,94345,72000,"American"
"6167","40369782","MCDONALD'S","BROOKLYN","11203","Hamburgers",12,"A",FALSE,FALSE,79572,0.041848892,0.90419997,0.01276831,0.014565425,0.026617403,61959,48400,"American"
"6200","40369849","GINO'S PIZZERIA","QUEENS","11364","Pizza/Italian",19,"Z",FALSE,FALSE,34751,0.443757014,0.017093033,0.486604702,0.023682772,0.028862479,86027,72909,"Italian"
"6255","40369878","VILLA MOSCONI RESTAURANT","MANHATTAN","10012","Italian",9,"A",TRUE,FALSE,26145,0.753145917,0.022566456,0.165959074,0.029795372,0.02853318,136376,86594,"Italian"
"6330","40369915","MCDONALD'S","BRONX","10463","Hamburgers",4,"A",FALSE,FALSE,70420,0.443851179,0.150255609,0.037446748,0.045299631,0.323146833,76188,54258,"American"
"6419","40369954","VOLARE RESTAURANT","MANHATTAN","10012","Italian",10,"A",FALSE,FALSE,26145,0.753145917,0.022566456,0.165959074,0.029795372,0.02853318,136376,86594,"Italian"
"6443","40369958","SPARKS STEAK HOUSE","MANHATTAN","10017","Steak",12,"A",FALSE,FALSE,16129,0.766259533,0.023870048,0.183582367,0.018972038,0.007316015,157023,100652,"American"
"6502","40370015","BAMONTE'S RESTAURANT","BROOKLYN","11211","Italian",13,"A",FALSE,FALSE,93271,0.825497743,0.045930675,0.035777466,0.02009199,0.072702126,70753,46848,"Italian"
"6542","40370091","PIZZA TOWN","QUEENS","11356","Pizza",10,"A",TRUE,FALSE,23037,0.398315753,0.025871424,0.29057603,0.017754048,0.267482745,75087,58465,"Pizza"
"6575","40370146","MCDONALD'S","MANHATTAN","10001","Hamburgers",12,"A",FALSE,FALSE,21966,0.63475371,0.107575344,0.175452973,0.049075844,0.033142129,157557,81671,"American"
"6613","40370167","BURGER KING","QUEENS","11361","Hamburgers",4,"A",FALSE,FALSE,30597,0.534823676,0.024937085,0.336176749,0.036637579,0.067424911,89065,75335,"American"
"6677","40370238","BURGER KING","QUEENS","11377","Hamburgers",2,"A",FALSE,FALSE,86316,0.469078734,0.030376755,0.364891793,0.026877983,0.108774735,63139,49886,"American"
"6706","40370239","BURGER KING","QUEENS","11354","Hamburgers",13,"A",FALSE,FALSE,56258,0.265046749,0.037363575,0.580664083,0.0338263,0.083099293,63705,46566,"American"
"6741","40370356","MCDONALD'S","STATEN ISLAND","10312","Hamburgers",9,"A",FALSE,FALSE,60081,0.928280155,0.006341439,0.051413925,0.007789484,0.006174997,101227,85324,"American"
"6760","40370425","TONY'S PIZZERIA","BROOKLYN","11237","Pizza/Italian",12,"A",FALSE,FALSE,55478,0.403511302,0.144543783,0.066801255,0.024478172,0.360665489,53955,40372,"Italian"
"6790","40370436","ROSSINI'S","MANHATTAN","10016","Italian",8,"A",FALSE,FALSE,51196,0.748906165,0.032912728,0.155480897,0.023380733,0.039319478,155107,105324,"Italian"
"6840","40370497","CUCINA VIVOLO","MANHATTAN","10021","Italian",7,"A",FALSE,FALSE,40862,0.885003181,0.019235476,0.074543586,0.013729137,0.00748862,208019,107907,"Italian"
"6938","40370759","CAFE ESPANOL","MANHATTAN","10012","Spanish",13,"A",FALSE,FALSE,26145,0.753145917,0.022566456,0.165959074,0.029795372,0.02853318,136376,86594,"Latin/Spanish"
"7003","40370781","MCDONALD'S","QUEENS","11357","Hamburgers",10,"A",FALSE,FALSE,40872,0.764924643,0.003254061,0.182496575,0.023463496,0.025861225,89578,71978,"American"
"7068","40370916","BURGER KING","QUEENS","11004","Hamburgers",12,"A",FALSE,FALSE,14500,0.448413793,0.059310345,0.396758621,0.054206897,0.041310345,94946,81709,"American"
"7106","40370917","BURGER KING","BROOKLYN","11236","Hamburgers",10,"A",FALSE,FALSE,97217,0.065358939,0.855539669,0.025941965,0.008085006,0.045074421,72060,61061,"American"
"7120","40370935","TOKUBEI 86","MANHATTAN","10028","Japanese",10,"A",FALSE,FALSE,44295,0.890664861,0.015396772,0.06388983,0.01943786,0.010610678,193882,104638,"Asian"
"7153","40370939","MANDUCATIS","QUEENS","11101","Italian",12,"A",FALSE,FALSE,25537,0.504953597,0.175235932,0.180444062,0.020715041,0.118651369,67121,47142,"Italian"
"7161","40370994","MAMA LUCIA","BROOKLYN","11230","Italian",7,"A",FALSE,FALSE,84219,0.716037949,0.080088816,0.124579964,0.014901626,0.064391646,63309,42170,"Italian"
"7192","40371313","MARIELLA PIZZA","MANHATTAN","10003","Pizza",8,"A",FALSE,FALSE,57310,0.775955331,0.041196999,0.134444251,0.029767929,0.018635491,146769,92540,"Pizza"
"7199","40371323","VINNY'S PIZZA","QUEENS","11358","Pizza",2,"A",FALSE,FALSE,38317,0.465720176,0.019286479,0.42320641,0.022078973,0.069707963,83862,65722,"Pizza"
"7311","40371727","LA PALINA RESTAURANT","BROOKLYN","11204","Italian",12,"A",TRUE,FALSE,80963,0.676333634,0.006435038,0.271988439,0.013302373,0.031940516,62859,45472,"Italian"
"7378","40371807","AUNT BELLA'S REST OF LITTLE NECK","QUEENS","11362","Italian",11,"A",FALSE,FALSE,17865,0.538874895,0.031849986,0.40072768,0.012034705,0.016512734,94915,82332,"Italian"
"7481","40372196","MCDONALD'S","BRONX","10465","Hamburgers",8,"A",FALSE,FALSE,44862,0.639004057,0.103807231,0.032455084,0.029891668,0.19484196,80849,65450,"American"
"7518","40372357","MARINA CAFE","STATEN ISLAND","10308","Italian",13,"A",FALSE,FALSE,28939,0.956183697,0.00158955,0.031065344,0.004975984,0.006185425,105080,88075,"Italian"
"7530","40372417","DON FILIPPO RESTAURANT","MANHATTAN","10075","Italian",7,"A",FALSE,FALSE,24849,0.884904825,0.014487505,0.058271963,0.018109381,0.024226327,189081,102941,"Italian"
"7555","40372422","BURGER KING","QUEENS","11374","Hamburgers",12,"A",FALSE,FALSE,42297,0.649502329,0.028772726,0.251601768,0.028016171,0.042107005,74469,52532,"American"
"7578","40372426","DAZIES RESTAURANT","QUEENS","11104","Italian",12,"A",FALSE,FALSE,25729,0.623848576,0.012825994,0.286486066,0.031909518,0.044929846,69522,56059,"Italian"
"7716","40372618","BURGER KING","QUEENS","11434","Hamburgers",11,"A",FALSE,FALSE,62809,0.030170835,0.875575156,0.01028515,0.017975131,0.065993727,70618,59229,"American"
"7749","40372631","YANKEE JZ PIZZA","BRONX","10472","Pizza",12,"A",TRUE,FALSE,68898,0.149583442,0.304885483,0.059740486,0.093326367,0.392464222,43093,30288,"Pizza"
"7792","40372694","CLINTON RESTAURANT","QUEENS","11357","Italian",7,"A",FALSE,FALSE,40872,0.764924643,0.003254061,0.182496575,0.023463496,0.025861225,89578,71978,"Italian"
"7818","40372787","SHABU-SHABU 70 RESTAURANT","MANHATTAN","10021","Japanese",11,"A",FALSE,FALSE,40862,0.885003181,0.019235476,0.074543586,0.013729137,0.00748862,208019,107907,"Asian"
"7852","40372831","CHEN'S CHINESE","STATEN ISLAND","10304","Chinese",10,"A",TRUE,FALSE,43084,0.475234426,0.291686009,0.108439328,0.029802247,0.094837991,77659,53168,"Chinese"
"7915","40372999","CASA PEPE","BROOKLYN","11220","Mexican",9,"A",FALSE,FALSE,103089,0.316163703,0.025686543,0.421703577,0.021156476,0.215289701,53080,37580,"Latin/Spanish"
"7993","40373160","KORNER PIZZERIA","BROOKLYN","11218","Pizza/Italian",3,"A",FALSE,FALSE,74758,0.57163113,0.091575484,0.173961315,0.025107681,0.137724391,70046,52445,"Italian"
"8026","40373318","SOUEN RESTAURANT","MANHATTAN","10014","Japanese",9,"A",FALSE,FALSE,30597,0.878877014,0.020819035,0.061901494,0.023662451,0.014740007,170750,108483,"Asian"
"8054","40373462","VILLA BERULIA","MANHATTAN","10016","Italian",9,"A",FALSE,FALSE,51196,0.748906165,0.032912728,0.155480897,0.023380733,0.039319478,155107,105324,"Italian"
"8074","40373500","VICTOR'S CAFE","MANHATTAN","10019","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9,"A",FALSE,FALSE,38394,0.726181174,0.065765484,0.134005313,0.026332239,0.047715789,135288,84424,"Latin/Spanish"
"8084","40373597","PETES PIZZERIA & RESTAURANT","BROOKLYN","11209","Pizza/Italian",13,"A",FALSE,FALSE,72623,0.771188191,0.023312174,0.125814136,0.023835424,0.055850075,82258,58261,"Italian"
"8100","40373656","KEENS STEAKHOUSE","MANHATTAN","10018","Steak",13,"A",FALSE,FALSE,7021,0.587523145,0.066229882,0.255234297,0.025637374,0.065375303,139891,104635,"American"
"8143","40373888","IL MULINO","MANHATTAN","10012","Italian",11,"A",FALSE,FALSE,26145,0.753145917,0.022566456,0.165959074,0.029795372,0.02853318,136376,86594,"Italian"
"8178","40373889","FELIDIA RESTAURANT","MANHATTAN","10022","Italian",9,"A",FALSE,FALSE,29618,0.852961037,0.020730637,0.097980958,0.013944223,0.014383145,214340,109019,"Italian"
"8190","40373909","MCDONALD'S","BROOKLYN","11203","Hamburgers",12,"A",TRUE,FALSE,79572,0.041848892,0.90419997,0.01276831,0.014565425,0.026617403,61959,48400,"American"
"8250","40373937","SHUN LEE","MANHATTAN","10023","Chinese",13,"A",TRUE,FALSE,61315,0.826518796,0.034151513,0.102797032,0.02454538,0.011987279,183329,103534,"Chinese"
"8336","40374088","PONGSRI THAI RESTAURANT","MANHATTAN","10036","Thai",13,"A",FALSE,FALSE,23132,0.662848003,0.07980287,0.166565796,0.034713816,0.056069514,106275,66599,"Asian"
"8386","40374131","PRIMAVERA PIZZA & PASTA","MANHATTAN","10022","Pizza/Italian",7,"A",FALSE,FALSE,29618,0.852961037,0.020730637,0.097980958,0.013944223,0.014383145,214340,109019,"Italian"
"8450","40374192","ELIO'S","MANHATTAN","10028","Italian",12,"A",FALSE,FALSE,44295,0.890664861,0.015396772,0.06388983,0.01943786,0.010610678,193882,104638,"Italian"
